customer_id,customer_type,industry_segment,city,state,region,branch_id,recency,frequency,monetary,average_order_value,R_score,F_score,M_score,RFM_score,RFM_total,customer_segment,credit_limit,current_balance,customer_rating
C0075,Retail,Mining,Hyderabad,Telangana,South,Hyd001,72,35,55423341.4,1583524.04,2,1,2,212,5,At Risk,27094,12134,5
C0014,Fleet Owner,Construction,Kolkata,West Bengal,East,Kol001,10,31,55301444.6,1783917.5677419356,5,1,2,512,8,Potential Customers,611397,522294,2
C0446,Retail,Logistics,Visakhapatnam,Andhra Pradesh,South,Hyd001,76,36,55273239.8,1535367.772222222,2,2,2,222,6,At Risk,25401,2338,1
C0040,Government,Logistics,Delhi,Delhi,North,Del001,10,45,55264046.6,1228089.9244444445,5,4,2,542,11,Loyal Customers,842290,805196,2
C0203,Government,Manufacturing,Ahmedabad,Gujarat,West,Ahm001,42,37,55254922.2,1493376.2756756758,3,2,2,322,7,Potential Customers,1101577,142383,1
C0324,Corporate,Mining,Chennai,Tamil Nadu,South,Chn001,129,38,55237914.6,1453629.3315789474,1,3,2,132,6,At Risk,384819,150633,5
C0287,Dealer,Manufacturing,Chennai,Tamil Nadu,South,Chn001,34,36,55179366.6,1532760.1833333333,3,2,2,322,7,Potential Customers,208477,196469,4
C0432,Fleet Owner,Mining,Hyderabad,Telangana,South,Hyd001,88,41,55153813.4,1345214.9609756097,1,4,2,142,7,Potential Customers,378549,339143,3
C0114,Retail,Mining,Kolkata,West Bengal,East,Kol001,95,36,55114526.0,1530959.0555555555,1,2,2,122,5,At Risk,42285,6186,4
C0387,Dealer,Infrastructure,Kolkata,West Bengal,East,Kol001,66,38,55063811.6,1449047.6736842105,2,3,2,232,7,Potential Customers,111501,60386,4
C0223,Corporate,Logistics,Ahmedabad,Gujarat,West,Ahm001,77,34,54993118.6,1617444.6647058823,2,1,2,212,5,At Risk,681810,584759,1
C0338,Corporate,Rental,Ahmedabad,Gujarat,West,Ahm001,38,38,54984288.4,1446954.957894737,3,3,2,332,8,Potential Customers,849500,770295,4
C0097,Corporate,Construction,Pune,Maharashtra,West,Pun001,15,30,54923549.4,1830784.98,4,1,2,412,7,Potential Customers,351063,253,5
C0019,Government,Logistics,Kolkata,West Bengal,East,Kol001,21,43,54871093.4,1276071.9395348837,4,4,2,442,10,Loyal Customers,678408,196058,5
C0220,Government,Infrastructure,Indore,Madhya Pradesh,Central,Kol001,55,47,54813895.4,1166253.0936170213,2,5,2,252,9,Potential Customers,1116238,93524,2
C0434,Corporate,Mining,Indore,Madhya Pradesh,Central,Kol001,66,35,54780833.4,1565166.6685714286,2,2,2,222,6,At Risk,437713,377663,4
C0346,Retail,Construction,Patna,Bihar,East,Hyd001,46,39,54686860.8,1402227.2,3,3,2,332,8,Potential Customers,30962,26154,3
C0012,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,Chn001,82,38,54659532.0,1438408.7368421052,2,2,2,222,6,At Risk,785687,30771,1
C0210,Retail,Infrastructure,Pune,Maharashtra,West,Pun001,3,32,54645456.0,1707670.5,5,1,2,512,8,Potential Customers,11789,1490,2
C0133,Government,Mining,Visakhapatnam,Andhra Pradesh,South,Ahm001,268,31,54603955.0,1761417.9032258065,1,1,2,112,4,Inactive Customers,1144779,737832,1
C0320,Retail,Construction,Delhi,Delhi,North,Del001,1,35,54602363.0,1560067.5142857144,5,2,2,522,9,Potential Customers,16859,8363,1
C0118,Retail,Rental,Chennai,Tamil Nadu,South,Chn001,1,39,54581290.4,1399520.2666666666,5,3,2,532,10,Loyal Customers,40651,8239,4
C0298,Fleet Owner,Construction,Chennai,Tamil Nadu,South,Chn001,41,37,54524918.8,1473646.4540540539,3,2,2,322,7,Potential Customers,229813,62180,4
C0470,Government,Mining,Chennai,Tamil Nadu,South,Chn001,95,44,54364363.0,1235553.7045454546,1,4,2,142,7,Potential Customers,1219925,949663,1
C0391,Government,Construction,Ahmedabad,Gujarat,West,Ahm001,31,35,54227537.6,1549358.2171428571,4,2,2,422,8,Potential Customers,624393,239160,3
C0233,Government,Logistics,Kolkata,West Bengal,East,Kol001,71,34,54215650.4,1594577.9529411765,2,1,2,212,5,At Risk,1146772,306186,3
C0497,Government,Logistics,Chennai,Tamil Nadu,South,Chn001,21,33,54198333.6,1642373.7454545456,4,1,2,412,7,Potential Customers,764082,310133,3
C0214,Corporate,Rental,Pune,Maharashtra,West,Pun001,5,35,54155736.6,1547306.76,5,2,2,522,9,Potential Customers,583212,447435,4
C0368,Fleet Owner,Construction,Chennai,Tamil Nadu,South,Chn001,31,33,54132389.8,1640375.4484848485,4,1,2,412,7,Potential Customers,234723,90488,1
C0144,Fleet Owner,Construction,Mumbai,Maharashtra,West,Ahm001,109,31,54049087.6,1743518.9548387097,1,1,2,112,4,Inactive Customers,578368,178549,2
C0465,Fleet Owner,Mining,Chennai,Tamil Nadu,South,Chn001,19,39,54021591.4,1385169.01025641,4,3,2,432,9,Potential Customers,573243,248521,1
C0416,Dealer,Manufacturing,Chennai,Tamil Nadu,South,Chn001,72,43,53927329.4,1254123.9395348837,2,4,2,242,8,Potential Customers,498960,179763,2
C0122,Dealer,Rental,Guwahati,Assam,North East,Kol001,56,33,53915180.0,1633793.3333333333,2,1,2,212,5,At Risk,351917,4859,2
C0299,Retail,Logistics,Bengaluru,Karnataka,South,Chn001,123,37,53895506.2,1456635.3027027028,1,2,2,122,5,At Risk,36717,4107,1
C0400,Government,Infrastructure,Delhi,Delhi,North,Del001,69,38,53789410.800000004,1415510.8105263158,2,3,2,232,7,Potential Customers,1018688,799757,5
C0386,Retail,Construction,Delhi,Delhi,North,Del001,57,38,53754976.6,1414604.647368421,2,3,2,232,7,Potential Customers,31717,8568,4
C0474,Government,Logistics,Pune,Maharashtra,West,Pun001,54,35,53742284.8,1535493.8514285714,2,2,2,222,6,At Risk,697497,64747,3
C0308,Retail,Mining,Delhi,Delhi,North,Del001,19,36,53708429.6,1491900.8222222223,4,2,2,422,8,Potential Customers,23387,13502,3
C0388,Fleet Owner,Infrastructure,Pune,Maharashtra,West,Pun001,19,34,53499029.0,1573500.8529411764,4,1,2,412,7,Potential Customers,780698,677920,5
C0484,Fleet Owner,Mining,Ahmedabad,Gujarat,West,Ahm001,51,31,53367824.4,1721542.722580645,3,1,2,312,6,At Risk,773172,383774,1
C0352,Corporate,Mining,Bengaluru,Karnataka,South,Kol001,50,37,53320209.4,1441086.7405405405,3,2,2,322,7,Potential Customers,729658,322307,1
C0372,Government,Logistics,Hyderabad,Telangana,South,Hyd001,174,37,53251324.8,1439224.9945945945,1,2,1,121,4,Inactive Customers,778200,681891,4
C0199,Government,Mining,Ahmedabad,Gujarat,West,Ahm001,71,38,53138757.0,1398388.3421052631,2,3,1,231,6,At Risk,666213,506832,3
C0313,Corporate,Mining,Ahmedabad,Gujarat,West,Ahm001,120,32,53136931.2,1660529.1,1,1,1,111,3,Inactive Customers,821603,658403,1
C0167,Retail,Mining,Vadodara,Gujarat,West,Hyd001,3,35,52892007.0,1511200.2,5,2,1,521,8,Potential Customers,34602,32450,4
C0441,Dealer,Construction,Lucknow,Uttar Pradesh,North,Pun001,73,35,52770182.0,1507719.4857142856,2,2,1,221,5,At Risk,261833,189019,2
C0305,Fleet Owner,Logistics,Delhi,Delhi,North,Del001,34,33,52766904.800000004,1598997.1151515152,3,1,1,311,5,At Risk,702965,105968,3
C0332,Corporate,Mining,Bengaluru,Karnataka,South,Hyd001,38,39,52716408.8,1351702.7897435897,3,3,1,331,7,Potential Customers,545215,438695,1
C0057,Retail,Logistics,Kolkata,West Bengal,East,Kol001,27,35,52687167.2,1505347.6342857145,4,1,1,411,6,At Risk,23289,4934,3
C0087,Government,Logistics,Hyderabad,Telangana,South,Hyd001,14,41,52685252.8,1285006.1658536585,4,3,1,431,8,Potential Customers,831098,749605,3
C0281,Government,Logistics,Visakhapatnam,Andhra Pradesh,South,Kol001,189,31,52632947.4,1697837.0129032258,1,1,1,111,3,Inactive Customers,1088567,176124,4
C0136,Dealer,Mining,Ahmedabad,Gujarat,West,Ahm001,48,42,52373189.0,1246980.6904761905,3,4,1,341,8,Potential Customers,425042,208808,3
C0451,Government,Manufacturing,Ranchi,Jharkhand,East,Kol001,178,42,52353064.4,1246501.5333333332,1,4,1,141,6,At Risk,1083798,936832,3
C0120,Fleet Owner,Construction,Bengaluru,Karnataka,South,Hyd001,46,36,52335040.0,1453751.111111111,3,2,1,321,6,At Risk,416429,90596,5
C0317,Corporate,Manufacturing,Coimbatore,Tamil Nadu,South,Hyd001,6,38,52093578.6,1370883.647368421,5,3,1,531,9,Potential Customers,228417,52279,3
C0339,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,Chn001,137,27,52031024.0,1927074.962962963,1,1,1,111,3,Inactive Customers,121781,76116,2
C0208,Fleet Owner,Logistics,Jaipur,Rajasthan,North,Kol001,1,34,51714962.2,1521028.3,5,1,1,511,7,Potential Customers,737567,537907,4
C0473,Government,Rental,Chennai,Tamil Nadu,South,Chn001,46,31,51561279.0,1663267.064516129,3,1,1,311,5,At Risk,1339337,1213028,3
C0163,Dealer,Logistics,Ahmedabad,Gujarat,West,Ahm001,148,40,51460399.4,1286509.9849999999,1,3,1,131,5,At Risk,492794,476585,5
C0048,Dealer,Mining,Hyderabad,Telangana,South,Hyd001,86,34,51356098.4,1510473.482352941,2,1,1,211,4,Inactive Customers,424609,267683,3
C0316,Dealer,Manufacturing,Kolkata,West Bengal,East,Kol001,100,38,51245092.4,1348555.0631578946,1,3,1,131,5,At Risk,254996,128290,4
C0402,Fleet Owner,Rental,Hyderabad,Telangana,South,Hyd001,172,39,51082966.6,1309819.6564102564,1,3,1,131,5,At Risk,599112,461073,1
C0089,Corporate,Rental,Surat,Gujarat,West,Ahm001,47,40,51004563.0,1275114.075,3,3,1,331,7,Potential Customers,930006,400599,4
C0100,Government,Construction,Chandigarh,Punjab,North,Kol001,51,42,50958417.2,1213295.6476190477,3,4,1,341,8,Potential Customers,504876,56494,3
C0003,Government,Logistics,Surat,Gujarat,West,Del001,62,40,50921823.2,1273045.58,2,3,1,231,6,At Risk,1306933,733495,2
C0132,Corporate,Construction,Indore,Madhya Pradesh,Central,Pun001,91,39,50864051.6,1304206.4512820514,1,3,1,131,5,At Risk,604969,495963,2
C0452,Fleet Owner,Mining,Hyderabad,Telangana,South,Hyd001,4,42,50797162.6,1209456.2523809525,5,4,1,541,10,Loyal Customers,362507,335242,1
C0252,Retail,Construction,Chennai,Tamil Nadu,South,Chn001,54,38,50788059.0,1336527.8684210526,2,3,1,231,6,At Risk,19663,14945,2
C0243,Government,Construction,Delhi,Delhi,North,Del001,21,34,50637406.0,1489335.4705882352,4,1,1,411,6,At Risk,1271592,1157997,3
C0382,Retail,Manufacturing,Hyderabad,Telangana,South,Hyd001,42,37,50583035.6,1367109.0702702703,3,2,1,321,6,At Risk,41306,34329,3
C0094,Corporate,Logistics,Pune,Maharashtra,West,Pun001,102,33,50263933.0,1523149.4848484849,1,1,1,111,3,Inactive Customers,206889,166058,4
C0043,Corporate,Construction,Chennai,Tamil Nadu,South,Chn001,200,37,50240542.800000004,1357852.5081081083,1,2,1,121,4,Inactive Customers,387054,12548,4
C0431,Government,Logistics,Nagpur,Maharashtra,West,Pun001,179,31,50133961.8,1617224.5741935482,1,1,1,111,3,Inactive Customers,1284393,789154,5
C0194,Fleet Owner,Construction,Visakhapatnam,Andhra Pradesh,South,Chn001,5,36,50090927.4,1391414.65,5,2,1,521,8,Potential Customers,380469,167449,1
C0344,Fleet Owner,Mining,Mumbai,Maharashtra,West,Chn001,197,30,50089886.6,1669662.8866666667,1,1,1,111,3,Inactive Customers,508890,439948,2
C0418,Government,Mining,Pune,Maharashtra,West,Pun001,47,32,49957660.0,1561176.875,3,1,1,311,5,At Risk,1185942,749861,4
C0226,Dealer,Logistics,Ahmedabad,Gujarat,West,Ahm001,94,28,49907828.2,1782422.4357142858,1,1,1,111,3,Inactive Customers,400547,150512,5
C0143,Corporate,Infrastructure,Chennai,Tamil Nadu,South,Chn001,151,29,49888789.6,1720303.0896551725,1,1,1,111,3,Inactive Customers,915191,549312,3
C0121,Government,Construction,Pune,Maharashtra,West,Pun001,30,36,49865297.8,1385147.161111111,4,2,1,421,7,Potential Customers,690836,432165,2
C0350,Dealer,Logistics,Guwahati,Assam,North East,Ahm001,36,37,49779071.0,1345380.2972972973,3,2,1,321,6,At Risk,386127,5509,2
C0187,Retail,Rental,Jaipur,Rajasthan,North,Chn001,53,31,49675352.0,1602430.7096774194,2,1,1,211,4,Inactive Customers,42105,40074,1
C0092,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,Ahm001,154,41,49508865.6,1207533.3073170732,1,3,1,131,5,At Risk,532908,244201,2
C0267,Fleet Owner,Infrastructure,Hyderabad,Telangana,South,Hyd001,281,33,49252642.4,1492504.3151515152,1,1,1,111,3,Inactive Customers,253236,64982,3
C0412,Corporate,Infrastructure,Kolkata,West Bengal,East,Kol001,217,37,49251584.6,1331123.9081081082,1,2,1,121,4,Inactive Customers,699539,571001,3
C0037,Corporate,Construction,Pune,Maharashtra,West,Pun001,67,38,49170554.6,1293961.9631578948,2,2,1,221,5,At Risk,330103,123365,1
C0008,Corporate,Logistics,Mumbai,Maharashtra,West,Hyd001,168,36,49133801.0,1364827.8055555555,1,2,1,121,4,Inactive Customers,941092,934117,1
C0125,Government,Mining,Surat,Gujarat,West,Hyd001,22,36,49053869.4,1362607.4833333334,4,2,1,421,7,Potential Customers,557944,302970,4
C0437,Dealer,Mining,Nagpur,Maharashtra,West,Hyd001,10,32,49034632.4,1532332.2625,5,1,1,511,7,Potential Customers,235226,34472,3
C0020,Dealer,Logistics,Kolkata,West Bengal,East,Kol001,75,41,48976856.0,1194557.463414634,2,3,1,231,6,At Risk,492285,202707,3
C0212,Retail,Infrastructure,Guwahati,Assam,North East,Pun001,46,35,48934838.0,1398138.2285714287,3,2,1,321,6,At Risk,24433,23440,4
C0115,Fleet Owner,Mining,Visakhapatnam,Andhra Pradesh,South,Kol001,33,33,48843581.0,1480108.5151515151,3,1,1,311,5,At Risk,666395,628219,5
C0262,Corporate,Logistics,Delhi,Delhi,North,Del001,27,30,48644883.2,1621496.1066666667,4,1,1,411,6,At Risk,476523,424625,4
C0139,Government,Mining,Ahmedabad,Gujarat,West,Ahm001,51,36,48432694.2,1345352.6166666667,3,2,1,321,6,At Risk,825908,770729,2
C0053,Fleet Owner,Construction,Delhi,Delhi,North,Del001,104,31,48380645.8,1560665.993548387,1,1,1,111,3,Inactive Customers,406292,44107,5
C0170,Government,Construction,Bengaluru,Karnataka,South,Hyd001,11,32,48302583.4,1509455.73125,5,1,1,511,7,Potential Customers,1285103,765704,4
C0494,Corporate,Construction,Ranchi,Jharkhand,East,Chn001,33,32,48287535.6,1508985.4875,3,1,1,311,5,At Risk,704926,188070,2
C0007,Corporate,Manufacturing,Pune,Maharashtra,West,Pun001,58,36,48267553.2,1340765.3666666667,2,2,1,221,5,At Risk,859003,565081,4
C0351,Corporate,Rental,Bhubaneswar,Odisha,East,Chn001,110,38,48026434.2,1263853.5315789476,1,3,1,131,5,At Risk,483031,235148,1
C0430,Retail,Manufacturing,Nagpur,Maharashtra,West,Kol001,81,29,47869210.4,1650662.427586207,2,1,1,211,4,Inactive Customers,10552,5942,5
C0079,Retail,Rental,Delhi,Delhi,North,Del001,33,33,47715030.2,1445910.006060606,3,1,1,311,5,At Risk,28890,10702,5
C0392,Fleet Owner,Logistics,Kolkata,West Bengal,East,Kol001,19,34,47369152.4,1393210.3647058823,4,1,1,411,6,At Risk,465583,265735,2
C0366,Corporate,Logistics,Kolkata,West Bengal,East,Kol001,66,30,46920707.6,1564023.5866666667,2,1,1,211,4,Inactive Customers,429866,27962,4
C0454,Government,Mining,Pune,Maharashtra,West,Pun001,47,37,46799854.199999996,1264860.9243243241,3,2,1,321,6,At Risk,797861,13824,3
C0500,Corporate,Infrastructure,Kolkata,West Bengal,East,Kol001,24,29,46749033.2,1612035.627586207,4,1,1,411,6,At Risk,483892,363569,3
C0487,Dealer,Mining,Visakhapatnam,Andhra Pradesh,South,Del001,288,31,46208581.6,1490599.406451613,1,1,1,111,3,Inactive Customers,346606,25749,1
C0229,Government,Mining,Patna,Bihar,East,Hyd001,32,29,46111656.0,1590057.103448276,3,1,1,311,5,At Risk,543686,47129,3
C0283,Retail,Logistics,Jaipur,Rajasthan,North,Chn001,118,33,46063181.6,1395853.987878788,1,1,1,111,3,Inactive Customers,11744,10481,1
C0336,Government,Rental,Kolkata,West Bengal,East,Kol001,66,39,45959667.0,1178453.0,2,3,1,231,6,At Risk,1317175,577628,5
C0117,Government,Mining,Guwahati,Assam,North East,Ahm001,84,35,45754267.0,1307264.7714285713,2,2,1,221,5,At Risk,856033,284259,3
C0277,Dealer,Logistics,Surat,Gujarat,West,Pun001,108,38,45731394.2,1203457.7421052633,1,3,1,131,5,At Risk,430878,302093,1
C0182,Dealer,Infrastructure,Kolkata,West Bengal,East,Kol001,150,32,45656632.6,1426769.76875,1,1,1,111,3,Inactive Customers,298476,237412,5
C0155,Fleet Owner,Mining,Kolkata,West Bengal,East,Kol001,14,36,45589948.4,1266387.4555555554,4,2,1,421,7,Potential Customers,393453,245382,5
C0151,Government,Infrastructure,Kolkata,West Bengal,East,Kol001,33,31,45382271.4,1463944.2387096775,3,1,1,311,5,At Risk,1163117,166210,5
C0248,Fleet Owner,Rental,Pune,Maharashtra,West,Pun001,27,30,45208412.0,1506947.0666666667,4,1,1,411,6,At Risk,635210,15754,5
C0150,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,Ahm001,52,34,45150214.2,1327947.4764705882,3,1,1,311,5,At Risk,197605,127111,5
C0179,Government,Infrastructure,Chennai,Tamil Nadu,South,Chn001,163,35,44818951.8,1280541.48,1,2,1,121,4,Inactive Customers,630635,213290,3
C0104,Fleet Owner,Infrastructure,Visakhapatnam,Andhra Pradesh,South,Kol001,1,36,44705340.8,1241815.022222222,5,2,1,521,8,Potential Customers,318210,213321,1
C0078,Dealer,Rental,Visakhapatnam,Andhra Pradesh,South,Hyd001,84,33,44016970.2,1333847.581818182,2,1,1,211,4,Inactive Customers,166204,71681,1
C0334,Corporate,Mining,Chennai,Tamil Nadu,South,Chn001,129,37,43977096.800000004,1188570.1837837838,1,2,1,121,4,Inactive Customers,681229,142562,5
C0271,Corporate,Infrastructure,Hyderabad,Telangana,South,Hyd001,35,28,43599972.6,1557141.8785714286,3,1,1,311,5,At Risk,399363,217846,5
C0204,Retail,Rental,Coimbatore,Tamil Nadu,South,Hyd001,23,33,43385471.0,1314711.2424242424,4,1,1,411,6,At Risk,20298,7042,2
C0034,Government,Construction,Pune,Maharashtra,West,Pun001,86,33,42944978.2,1301362.9757575758,2,1,1,211,4,Inactive Customers,1033298,786303,5
C0108,Corporate,Rental,Jaipur,Rajasthan,North,Ahm001,2,26,42738496.6,1643788.3307692308,5,1,1,511,7,Potential Customers,676059,420507,4
C0028,Retail,Infrastructure,Bengaluru,Karnataka,South,Pun001,48,34,42570807.4,1252082.5705882353,3,1,1,311,5,At Risk,45173,40670,3
C0091,Retail,Construction,Coimbatore,Tamil Nadu,South,Pun001,115,32,42545525.4,1329547.66875,1,1,1,111,3,Inactive Customers,48920,2123,2
C0322,Government,Construction,Ahmedabad,Gujarat,West,Ahm001,21,29,41492290.0,1430768.6206896552,4,1,1,411,6,At Risk,975830,17767,2
C0183,Government,Mining,Ahmedabad,Gujarat,West,Ahm001,26,32,41359486.8,1292483.9625,4,1,1,411,6,At Risk,1225772,731224,4
C0177,Dealer,Construction,Pune,Maharashtra,West,Pun001,6,30,40099837.2,1336661.24,5,1,1,511,7,Potential Customers,100097,9054,1
C0479,Retail,Construction,Mumbai,Maharashtra,West,Kol001,84,29,39881485.2,1375223.627586207,2,1,1,211,4,Inactive Customers,41285,5051,1
C0061,Dealer,Construction,Surat,Gujarat,West,Hyd001,114,32,39850503.8,1245328.24375,1,1,1,111,3,Inactive Customers,362037,167542,4
C0238,Corporate,Construction,Chennai,Tamil Nadu,South,Chn001,121,32,39369812.4,1230306.6375,1,1,1,111,3,Inactive Customers,299342,40569,5
C0292,Corporate,Rental,Indore,Madhya Pradesh,Central,Ahm001,103,31,39031937.8,1259094.7677419353,1,1,1,111,3,Inactive Customers,627266,572987,2
C0303,Corporate,Mining,Ahmedabad,Gujarat,West,Ahm001,30,31,38889030.8,1254484.864516129,4,1,1,411,6,At Risk,323564,38655,3
C0279,Dealer,Rental,Nagpur,Maharashtra,West,Chn001,49,28,38851894.0,1387567.642857143,3,1,1,311,5,At Risk,105022,100986,4
C0309,Government,Manufacturing,Ahmedabad,Gujarat,West,Ahm001,14,32,38759244.8,1211226.4,4,1,1,411,6,At Risk,618080,43088,4
C0145,Retail,Construction,Pune,Maharashtra,West,Pun001,2,37,37852475.0,1023039.8648648649,5,2,1,521,8,Potential Customers,49522,23237,3
C0174,Government,Mining,Ahmedabad,Gujarat,West,Ahm001,10,34,37034465.8,1089248.994117647,5,1,1,511,7,Potential Customers,1316961,123349,2
C0353,Dealer,Manufacturing,Delhi,Delhi,North,Del001,84,30,35859534.8,1195317.8266666667,2,1,1,211,4,Inactive Customers,275021,20542,1
C0456,Corporate,Mining,Delhi,Delhi,North,Del001,76,29,34272135.8,1181797.7862068964,2,1,1,211,4,Inactive Customers,265102,71426,4
C0180,Fleet Owner,Logistics,Hyderabad,Telangana,South,Hyd001,21,31,33556847.4,1082478.9483870966,4,1,1,411,6,At Risk,747590,313557,3
C0347,Retail,Mining,Delhi,Delhi,North,Del001,28,27,29076137.0,1076893.962962963,4,1,1,411,6,At Risk,33854,16481,4
