payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_date_year,payment_date_month
Pay-545797,Inv-325008,2024-02-03,64896.0,Bank Transfer,2024,2
Pay-924032,Inv-101320,2021-09-26,675238.14,Cheque,2021,9
Pay-375280,Inv-101320,2021-10-04,2875853.86,Bank Transfer,2021,10
Pay-712169,Inv-253040,2021-12-11,104647.2,Credit Card,2021,12
Pay-985443,Inv-688089,2020-03-15,4117936.0,Cheque,2020,3
Pay-241897,Inv-229937,2024-08-04,740164.28,Upi,2024,8
Pay-101497,Inv-118907,2019-06-19,84547.0,Bank Transfer,2019,6
Pay-357204,Inv-682672,2020-08-08,565013.22,Cash,2020,8
Pay-438808,Inv-682672,2020-07-16,837228.98,Bank Transfer,2020,7
Pay-402412,Inv-943899,2019-04-04,1185299.79,Bank Transfer,2019,4
Pay-697049,Inv-943899,2019-03-16,18840.21,Cheque,2019,3
Pay-861778,Inv-284853,2020-04-23,274473.2,Cheque,2020,4
Pay-639493,Inv-299730,2022-06-10,351087.62,Bank Transfer,2022,6
Pay-894622,Inv-565803,2022-02-12,2838784.0,Cash,2022,2
Pay-590089,Inv-474971,2021-02-18,5668793.4,Cash,2021,2
Pay-105819,Inv-864400,2021-01-21,1182167.6,Bank Transfer,2021,1
Pay-951689,Inv-568831,2024-07-24,1794859.0,Credit Card,2024,7
Pay-296467,Inv-878347,2022-09-11,71776.19,Cheque,2022,9
Pay-996942,Inv-222891,2024-08-20,671418.0,Cash,2024,8
Pay-205160,Inv-668520,2024-04-25,15292.8,Bank Transfer,2024,4
Pay-309911,Inv-631959,2020-12-09,79104.0,Bank Transfer,2020,12
Pay-461263,Inv-649524,2019-07-11,8555.0,Upi,2019,7
Pay-581425,Inv-119999,2019-05-04,1520447.2,Credit Card,2019,5
Pay-673122,Inv-497958,2019-10-31,3302149.0,Credit Card,2019,10
Pay-284718,Inv-607304,2021-08-01,2605965.0,Bank Transfer,2021,8
Pay-706606,Inv-896927,2024-09-11,1126625.89,Cheque,2024,9
Pay-873261,Inv-630197,2020-12-31,3531361.2,Bank Transfer,2020,12
Pay-914074,Inv-925578,2023-11-30,462624.0,Bank Transfer,2023,11
Pay-161470,Inv-512779,2019-03-29,251457.93,Credit Card,2019,3
Pay-120511,Inv-512779,2019-03-01,2762358.33,Upi,2019,3
Pay-899223,Inv-512779,2019-03-09,219296.74,Upi,2019,3
Pay-400228,Inv-322968,2024-11-17,200704.0,Cheque,2024,11
Pay-871796,Inv-944720,2024-04-17,918012.0,Cheque,2024,4
Pay-663657,Inv-118051,2019-09-05,1127427.8,Upi,2019,9
Pay-514719,Inv-829949,2021-11-05,1635743.6,Credit Card,2021,11
Pay-534622,Inv-774566,2024-02-29,1009152.0,Bank Transfer,2024,2
Pay-100152,Inv-673577,2021-07-06,319333.6,Bank Transfer,2021,7
Pay-515335,Inv-543431,2022-10-09,188372.0,Bank Transfer,2022,10
Pay-905450,Inv-659326,2021-03-09,1008273.0,Credit Card,2021,3
Pay-526784,Inv-833910,2020-01-29,1075902.99,Bank Transfer,2020,1
Pay-205135,Inv-833910,2020-02-09,682696.41,Cheque,2020,2
Pay-379040,Inv-690684,2024-09-24,48536.26,Cash,2024,9
Pay-417549,Inv-243694,2021-08-18,5579431.0,Cash,2021,8
Pay-409050,Inv-134900,2025-01-23,2400695.44,Bank Transfer,2025,1
Pay-735438,Inv-820739,2023-02-07,349070.04,Cheque,2023,2
Pay-371644,Inv-820739,2023-01-27,190341.96,Bank Transfer,2023,1
Pay-840278,Inv-285831,2023-08-04,3455998.8,Bank Transfer,2023,8
Pay-529283,Inv-612771,2024-07-18,6620601.6,Upi,2024,7
Pay-860009,Inv-153257,2023-03-02,1087492.8,Cash,2023,3
Pay-650739,Inv-892001,2022-05-30,889709.8,Cash,2022,5
Pay-309268,Inv-833569,2024-08-17,25665.0,Cheque,2024,8
Pay-236994,Inv-230728,2022-11-21,4792865.0,Credit Card,2022,11
Pay-337490,Inv-618837,2024-08-12,70214.91,Bank Transfer,2024,8
Pay-813762,Inv-618837,2024-07-25,252641.09,Cheque,2024,7
Pay-769222,Inv-242344,2021-04-08,6386541.2,Upi,2021,4
Pay-549289,Inv-215323,2022-04-19,947033.51,Credit Card,2022,4
Pay-681895,Inv-215323,2022-03-21,719422.49,Cash,2022,3
Pay-666218,Inv-332269,2021-01-28,1669171.8,Cash,2021,1
Pay-873930,Inv-643017,2021-05-09,3329705.4,Credit Card,2021,5
Pay-726253,Inv-801119,2024-11-26,3681.6,Cash,2024,11
Pay-499297,Inv-381155,2019-03-14,6522405.0,Bank Transfer,2019,3
Pay-272163,Inv-167648,2019-11-01,1071047.2,Bank Transfer,2019,11
Pay-869030,Inv-776696,2024-05-02,302570.4,Bank Transfer,2024,5
Pay-784829,Inv-118291,2023-08-27,1526657.4,Cash,2023,8
Pay-328433,Inv-654385,2022-05-18,392205.4,Bank Transfer,2022,5
Pay-197038,Inv-947109,2022-04-28,50944.0,Credit Card,2022,4
Pay-373831,Inv-577941,2020-02-05,1800399.6,Bank Transfer,2020,2
Pay-293835,Inv-723795,2023-10-10,229376.0,Cheque,2023,10
Pay-317768,Inv-169050,2021-01-18,129494.87,Upi,2021,1
Pay-194820,Inv-169050,2021-01-14,485942.33,Bank Transfer,2021,1
Pay-522924,Inv-350164,2021-10-06,1950465.3,Credit Card,2021,10
Pay-617132,Inv-555261,2024-09-07,203958.04,Cash,2024,9
Pay-687981,Inv-370378,2025-01-25,868149.43,Cheque,2025,1
Pay-140742,Inv-796657,2023-12-10,185257.13,Bank Transfer,2023,12
Pay-445542,Inv-161650,2023-03-07,2182818.4,Upi,2023,3
Pay-354754,Inv-291353,2024-05-07,276760.9,Cash,2024,5
Pay-942138,Inv-909268,2021-10-09,1039021.31,Bank Transfer,2021,10
Pay-989951,Inv-386255,2020-03-04,277275.8,Bank Transfer,2020,3
Pay-698849,Inv-386255,2020-04-04,46421.5,Upi,2020,4
Pay-187129,Inv-386255,2020-03-06,597572.7,Credit Card,2020,3
Pay-290053,Inv-510084,2019-11-16,3304.0,Cheque,2019,11
Pay-794535,Inv-161491,2024-09-04,59817.43,Cheque,2024,9
Pay-489549,Inv-787462,2021-06-01,104391.15,Credit Card,2021,6
Pay-890062,Inv-787462,2021-07-20,954493.85,Bank Transfer,2021,7
Pay-812678,Inv-689194,2020-09-30,1988203.2,Cash,2020,9
Pay-410935,Inv-311233,2023-01-06,845317.28,Credit Card,2023,1
Pay-164360,Inv-370970,2019-07-05,55932.0,Credit Card,2019,7
Pay-122823,Inv-670024,2025-03-11,2406706.0,Cheque,2025,3
Pay-481568,Inv-152687,2022-05-18,50787.22,Bank Transfer,2022,5
Pay-635546,Inv-269766,2019-12-30,255464.0,Cheque,2019,12
Pay-903852,Inv-638682,2019-06-01,1021153.21,Cheque,2019,6
Pay-831986,Inv-638682,2019-06-08,128503.59,Bank Transfer,2019,6
Pay-816494,Inv-215329,2023-06-12,2043996.6,Cheque,2023,6
Pay-126798,Inv-678731,2021-07-04,175071.9,Cheque,2021,7
Pay-265932,Inv-301641,2019-05-16,181006.54,Cheque,2019,5
Pay-279395,Inv-301641,2019-06-04,1134143.86,Cheque,2019,6
Pay-989093,Inv-645121,2023-04-05,2338902.0,Cheque,2023,4
Pay-791189,Inv-399762,2023-06-09,1257706.26,Upi,2023,6
Pay-281888,Inv-158686,2019-09-24,1042816.0,Upi,2019,9
Pay-823190,Inv-216911,2020-11-04,1914076.92,Upi,2020,11
Pay-865578,Inv-216911,2020-10-28,242938.68,Bank Transfer,2020,10
Pay-467296,Inv-857276,2020-11-25,117364.27,Credit Card,2020,11
Pay-448073,Inv-587976,2024-07-19,57411.65,Cheque,2024,7
Pay-599963,Inv-587976,2024-09-11,742126.15,Upi,2024,9
Pay-112891,Inv-695908,2019-04-01,1066831.0,Cheque,2019,4
Pay-825652,Inv-963799,2023-05-05,3063710.8,Upi,2023,5
Pay-167321,Inv-275494,2019-02-19,474445.0,Upi,2019,2
Pay-463340,Inv-975893,2024-02-13,293185.87,Cash,2024,2
Pay-752438,Inv-357307,2022-11-26,1229659.6,Bank Transfer,2022,11
Pay-517216,Inv-941920,2021-07-16,70227.89,Credit Card,2021,7
Pay-734700,Inv-100366,2022-12-12,2806553.4,Cash,2022,12
Pay-751684,Inv-700446,2022-08-07,44.21,Cash,2022,8
Pay-693554,Inv-700446,2022-08-30,5114.95,Bank Transfer,2022,8
Pay-794964,Inv-700446,2022-07-09,1625.83,Cheque,2022,7
Pay-690004,Inv-791633,2022-03-09,836553.2,Bank Transfer,2022,3
Pay-471880,Inv-547845,2019-02-01,557832.2,Credit Card,2019,2
Pay-534578,Inv-400930,2020-04-12,394198.6,Cash,2020,4
Pay-463086,Inv-223561,2019-07-07,1534624.58,Cash,2019,7
Pay-522066,Inv-820097,2022-12-03,569131.89,Credit Card,2022,12
Pay-900334,Inv-820097,2022-11-23,1148046.51,Cash,2022,11
Pay-618111,Inv-995546,2023-10-24,997820.78,Bank Transfer,2023,10
Pay-691954,Inv-548313,2019-02-13,1676420.8,Credit Card,2019,2
Pay-458227,Inv-610840,2021-03-27,1112292.67,Upi,2021,3
Pay-436896,Inv-648056,2021-08-04,189017.0,Bank Transfer,2021,8
Pay-214965,Inv-419459,2025-02-23,1292593.4,Credit Card,2025,2
Pay-525975,Inv-900004,2023-04-06,2197291.0,Upi,2023,4
Pay-824396,Inv-169223,2023-03-13,1115780.0,Cheque,2023,3
Pay-372162,Inv-853444,2019-07-26,152828.0,Cheque,2019,7
Pay-592387,Inv-321833,2021-04-08,424147.2,Cheque,2021,4
Pay-265424,Inv-826920,2024-02-05,915134.4,Credit Card,2024,2
Pay-177277,Inv-884030,2019-10-01,1013116.93,Cheque,2019,10
Pay-797692,Inv-884030,2019-08-20,1254544.27,Bank Transfer,2019,8
Pay-635551,Inv-373305,2023-05-17,853710.6,Credit Card,2023,5
Pay-172864,Inv-133132,2024-09-14,450944.0,Bank Transfer,2024,9
Pay-497559,Inv-163787,2023-04-19,2451328.0,Cheque,2023,4
Pay-660353,Inv-665234,2021-02-18,1658707.0,Bank Transfer,2021,2
Pay-867363,Inv-779198,2021-01-20,558035.83,Credit Card,2021,1
Pay-533333,Inv-969055,2024-12-09,1441320.0,Bank Transfer,2024,12
Pay-212801,Inv-575422,2025-01-12,958561.53,Cash,2025,1
Pay-246352,Inv-632940,2024-11-06,1541982.51,Cheque,2024,11
Pay-436060,Inv-122460,2022-04-26,53858.89,Upi,2022,4
Pay-292336,Inv-295057,2021-04-08,44672.0,Cash,2021,4
Pay-508579,Inv-782933,2020-04-03,3127232.0,Credit Card,2020,4
Pay-529624,Inv-792420,2024-02-08,2798419.52,Cheque,2024,2
Pay-936577,Inv-792420,2024-01-04,678674.47,Cash,2024,1
Pay-673533,Inv-792420,2024-01-15,2257772.21,Credit Card,2024,1
Pay-670022,Inv-646793,2024-01-24,815104.0,Credit Card,2024,1
Pay-545027,Inv-703384,2021-09-03,220001.0,Cash,2021,9
Pay-484497,Inv-426827,2019-06-22,843537.79,Cash,2019,6
Pay-366764,Inv-779253,2023-12-23,3321819.0,Cash,2023,12
Pay-675320,Inv-443286,2019-07-28,1967992.0,Cheque,2019,7
Pay-182492,Inv-853049,2022-01-31,400913.0,Cash,2022,1
Pay-571054,Inv-550781,2024-04-15,892963.6,Cash,2024,4
Pay-377529,Inv-467725,2019-02-07,820051.8,Cash,2019,2
Pay-331923,Inv-219124,2024-10-26,2125072.65,Upi,2024,10
Pay-759955,Inv-219124,2024-10-21,224125.35,Credit Card,2024,10
Pay-846489,Inv-569223,2021-06-07,28660.87,Cheque,2021,6
Pay-398854,Inv-569223,2021-05-23,1551698.14,Cash,2021,5
Pay-361406,Inv-569223,2021-04-30,1307841.19,Credit Card,2021,4
Pay-188528,Inv-748296,2019-05-28,486727.0,Cash,2019,5
Pay-740010,Inv-879920,2020-10-10,188160.0,Credit Card,2020,10
Pay-403569,Inv-589590,2022-06-21,393754.69,Bank Transfer,2022,6
Pay-141492,Inv-634634,2023-11-26,2517685.0,Cheque,2023,11
Pay-772188,Inv-597470,2024-06-18,1131509.62,Cash,2024,6
Pay-501004,Inv-784035,2025-01-29,1857434.8,Cash,2025,1
Pay-490033,Inv-666329,2019-03-24,842637.0,Upi,2019,3
Pay-302077,Inv-239054,2021-06-10,1754023.23,Credit Card,2021,6
Pay-255969,Inv-239054,2021-05-15,586500.37,Credit Card,2021,5
Pay-101646,Inv-239054,2021-06-04,254708.59,Cash,2021,6
Pay-262342,Inv-451745,2023-08-07,1773403.0,Cash,2023,8
Pay-120625,Inv-140418,2023-10-02,4212153.2,Cheque,2023,10
Pay-484893,Inv-563039,2019-10-27,1232810.4,Cheque,2019,10
Pay-785944,Inv-187226,2020-03-28,2679093.6,Cheque,2020,3
Pay-637671,Inv-582955,2019-11-20,369240.0,Credit Card,2019,11
Pay-776518,Inv-583775,2021-05-11,1318063.2,Upi,2021,5
Pay-817361,Inv-268479,2020-08-21,7717.2,Credit Card,2020,8
Pay-176648,Inv-288134,2023-09-14,5371.76,Upi,2023,9
Pay-883285,Inv-288134,2023-10-05,267385.24,Cash,2023,10
Pay-688068,Inv-481020,2024-05-15,4855902.0,Cheque,2024,5
Pay-749342,Inv-103232,2023-09-16,65912.22,Bank Transfer,2023,9
Pay-405126,Inv-103232,2023-09-24,106765.63,Credit Card,2023,9
Pay-632411,Inv-103232,2023-09-16,286252.15,Cheque,2023,9
Pay-853017,Inv-398255,2024-10-19,34239.85,Cash,2024,10
Pay-976376,Inv-943842,2024-10-29,363181.4,Cheque,2024,10
Pay-762463,Inv-672984,2020-07-05,1179975.2,Upi,2020,7
Pay-811007,Inv-314588,2021-03-30,691283.6,Cheque,2021,3
Pay-352468,Inv-811148,2020-08-06,2431675.4,Cash,2020,8
Pay-761926,Inv-515727,2023-03-21,68581.6,Upi,2023,3
Pay-819830,Inv-716099,2020-03-07,2135147.91,Cheque,2020,3
Pay-114287,Inv-716099,2020-04-09,4080397.09,Cash,2020,4
Pay-368625,Inv-888973,2019-08-01,3136227.0,Cash,2019,8
Pay-560525,Inv-824663,2023-12-08,52330.0,Bank Transfer,2023,12
Pay-353563,Inv-103790,2024-02-01,1757324.6,Cash,2024,2
Pay-629370,Inv-990876,2023-01-09,779907.2,Cheque,2023,1
Pay-907683,Inv-451750,2023-05-28,5085.29,Upi,2023,5
Pay-754942,Inv-816606,2020-12-29,714584.01,Cheque,2020,12
Pay-255795,Inv-308279,2019-09-21,1841509.0,Cheque,2019,9
Pay-598070,Inv-308184,2022-01-28,26526.98,Bank Transfer,2022,1
Pay-716443,Inv-308184,2022-01-29,839182.02,Cash,2022,1
Pay-237472,Inv-402857,2022-03-01,1209182.15,Upi,2022,3
Pay-667343,Inv-810449,2024-12-30,662272.0,Bank Transfer,2024,12
Pay-597114,Inv-249304,2019-09-06,2605321.24,Cheque,2019,9
Pay-318845,Inv-108080,2023-06-29,149574.8,Cheque,2023,6
Pay-737101,Inv-242125,2020-01-11,240720.0,Cash,2020,1
Pay-686949,Inv-703136,2022-08-05,2229838.0,Credit Card,2022,8
Pay-887517,Inv-499246,2021-08-27,2126213.4,Credit Card,2021,8
Pay-164787,Inv-335563,2023-10-19,2186103.0,Bank Transfer,2023,10
Pay-816093,Inv-111153,2024-05-06,2178215.8,Cash,2024,5
Pay-519082,Inv-228518,2024-10-05,967272.0,Cheque,2024,10
Pay-534699,Inv-112330,2019-08-28,2029607.0,Credit Card,2019,8
Pay-830084,Inv-799446,2019-12-02,623616.0,Cheque,2019,12
Pay-479884,Inv-129572,2019-10-13,204120.24,Upi,2019,10
Pay-503827,Inv-241153,2022-12-08,1745610.6,Credit Card,2022,12
Pay-974530,Inv-559171,2021-01-03,237093.49,Upi,2021,1
Pay-525423,Inv-114916,2024-08-25,549920.54,Cheque,2024,8
Pay-204940,Inv-114916,2024-08-13,1559800.46,Bank Transfer,2024,8
Pay-668270,Inv-242039,2022-12-05,305589.8,Bank Transfer,2022,12
Pay-647667,Inv-854451,2020-08-24,2417408.0,Cheque,2020,8
Pay-267042,Inv-738791,2022-11-15,2420866.0,Credit Card,2022,11
Pay-865966,Inv-719121,2019-11-18,326875.38,Credit Card,2019,11
Pay-919750,Inv-819962,2024-04-03,115415.07,Upi,2024,4
Pay-131295,Inv-641166,2022-10-05,84096.0,Cheque,2022,10
Pay-749574,Inv-184136,2020-03-07,14884.3,Cash,2020,3
Pay-237661,Inv-184136,2020-03-07,2401274.51,Upi,2020,3
Pay-501472,Inv-184136,2020-03-02,297517.39,Upi,2020,3
Pay-730283,Inv-801500,2024-05-29,1229027.6,Upi,2024,5
Pay-610007,Inv-408654,2019-07-31,1259690.0,Upi,2019,7
Pay-553726,Inv-977003,2020-04-21,2698904.0,Cheque,2020,4
Pay-485415,Inv-311839,2021-09-16,222567.93,Upi,2021,9
Pay-562485,Inv-311839,2021-09-04,1068.18,Upi,2021,9
Pay-427549,Inv-311839,2021-10-02,836269.89,Cash,2021,10
Pay-956203,Inv-452482,2019-04-06,1333536.0,Upi,2019,4
Pay-304129,Inv-382542,2022-02-10,2538079.2,Cheque,2022,2
Pay-733664,Inv-651706,2021-04-18,2169055.2,Upi,2021,4
Pay-146822,Inv-591937,2020-06-14,710401.78,Upi,2020,6
Pay-159879,Inv-569329,2019-07-04,2753505.0,Credit Card,2019,7
Pay-375681,Inv-148944,2020-08-05,2480871.0,Credit Card,2020,8
Pay-960014,Inv-515853,2024-12-26,2101880.4,Cash,2024,12
Pay-260784,Inv-602433,2023-12-16,883068.63,Credit Card,2023,12
Pay-696765,Inv-602433,2023-12-15,112162.57,Bank Transfer,2023,12
Pay-651139,Inv-297380,2021-01-08,1620949.2,Bank Transfer,2021,1
Pay-359828,Inv-888093,2024-04-04,17700.0,Upi,2024,4
Pay-617782,Inv-345325,2020-08-07,927654.0,Cash,2020,8
Pay-808543,Inv-789201,2020-09-19,1086478.4,Upi,2020,9
Pay-989158,Inv-395378,2024-11-08,2357346.2,Credit Card,2024,11
Pay-570363,Inv-463629,2024-07-01,4608096.68,Upi,2024,7
Pay-366896,Inv-672542,2023-08-01,729477.82,Cash,2023,8
Pay-492010,Inv-672542,2023-07-24,199491.18,Bank Transfer,2023,7
Pay-436787,Inv-175217,2020-05-27,416530.18,Cash,2020,5
Pay-725279,Inv-107408,2023-11-13,183437.4,Credit Card,2023,11
Pay-951936,Inv-913141,2023-09-13,499491.0,Bank Transfer,2023,9
Pay-817204,Inv-350239,2021-07-19,2198865.2,Upi,2021,7
Pay-672965,Inv-388274,2021-04-13,9175.73,Credit Card,2021,4
Pay-328605,Inv-388274,2021-03-24,3615.47,Bank Transfer,2021,3
Pay-355619,Inv-394720,2019-10-08,4450034.4,Credit Card,2019,10
Pay-197155,Inv-706576,2022-01-17,175822.0,Cash,2022,1
Pay-973877,Inv-214803,2023-01-18,1055884.57,Cheque,2023,1
Pay-638677,Inv-228679,2023-03-13,1732815.0,Bank Transfer,2023,3
Pay-613035,Inv-420752,2023-05-14,1072656.8,Cheque,2023,5
Pay-286625,Inv-120420,2024-02-12,1409010.75,Bank Transfer,2024,2
Pay-688876,Inv-225557,2024-09-21,336384.0,Upi,2024,9
Pay-307232,Inv-263854,2024-05-01,1324210.0,Upi,2024,5
Pay-427194,Inv-493474,2021-08-17,1621903.06,Cash,2021,8
Pay-411201,Inv-368873,2019-07-18,3515255.6,Credit Card,2019,7
Pay-104617,Inv-344965,2020-02-06,1196035.0,Cash,2020,2
Pay-163489,Inv-366909,2024-06-15,474406.4,Bank Transfer,2024,6
Pay-257652,Inv-952556,2020-03-05,12430.92,Cheque,2020,3
Pay-577084,Inv-908626,2020-10-05,1092930.55,Upi,2020,10
Pay-916686,Inv-452209,2022-05-21,5664.0,Credit Card,2022,5
Pay-585899,Inv-735442,2023-07-26,2164455.8,Cash,2023,7
Pay-422751,Inv-682749,2019-03-29,64756.46,Cash,2019,3
Pay-768484,Inv-682749,2019-04-11,1472802.54,Cash,2019,4
Pay-662212,Inv-827677,2022-12-08,838748.04,Credit Card,2022,12
Pay-126604,Inv-811541,2025-03-02,787960.4,Bank Transfer,2025,3
Pay-112847,Inv-610168,2024-10-26,6152039.0,Cheque,2024,10
Pay-175974,Inv-844161,2020-05-01,1804427.6,Cheque,2020,5
Pay-596001,Inv-345817,2024-10-08,460672.0,Upi,2024,10
Pay-380155,Inv-319624,2022-06-14,2083129.2,Bank Transfer,2022,6
Pay-544255,Inv-847903,2020-03-08,151516.2,Cheque,2020,3
Pay-812604,Inv-194959,2024-12-20,85930.44,Bank Transfer,2024,12
Pay-879205,Inv-497055,2021-11-05,693132.59,Cash,2021,11
Pay-946757,Inv-497055,2021-09-28,850422.41,Cheque,2021,9
Pay-777015,Inv-107820,2021-04-27,1399703.8,Cash,2021,4
Pay-333510,Inv-367562,2021-12-15,3755960.0,Upi,2021,12
Pay-799099,Inv-441068,2019-04-01,4329006.2,Cash,2019,4
Pay-914453,Inv-453794,2023-03-14,2167710.0,Upi,2023,3
Pay-533549,Inv-366971,2019-09-06,2534637.0,Credit Card,2019,9
Pay-683462,Inv-562400,2020-08-20,918459.38,Cheque,2020,8
Pay-656057,Inv-689210,2023-06-30,83696.75,Credit Card,2023,6
Pay-519473,Inv-689210,2023-07-21,215708.25,Credit Card,2023,7
Pay-496129,Inv-615209,2022-12-19,290343.08,Cash,2022,12
Pay-597270,Inv-455649,2021-02-04,116374.82,Credit Card,2021,2
Pay-224366,Inv-782719,2019-07-26,1031668.43,Upi,2019,7
Pay-911363,Inv-759585,2020-11-25,324480.0,Credit Card,2020,11
Pay-670144,Inv-841194,2022-08-17,244741.6,Cash,2022,8
Pay-887722,Inv-316995,2023-03-17,59038.0,Cash,2023,3
Pay-840299,Inv-730966,2021-01-05,1402814.0,Credit Card,2021,1
Pay-625506,Inv-407395,2023-01-02,1744016.0,Credit Card,2023,1
Pay-887192,Inv-205668,2023-01-24,1389254.4,Cash,2023,1
Pay-810191,Inv-777548,2022-04-13,213317.55,Cheque,2022,4
Pay-172187,Inv-969519,2019-02-23,963963.2,Cheque,2019,2
Pay-157888,Inv-884654,2024-06-12,971656.4,Cash,2024,6
Pay-569917,Inv-669117,2021-03-12,1921389.6,Cheque,2021,3
Pay-446640,Inv-781703,2021-04-01,3562530.6,Bank Transfer,2021,4
Pay-483887,Inv-694633,2024-02-01,7965.0,Cheque,2024,2
Pay-613220,Inv-607775,2024-06-14,224256.0,Cheque,2024,6
Pay-261267,Inv-360924,2020-10-21,884176.4,Cash,2020,10
Pay-536808,Inv-769760,2022-10-09,1360176.27,Cheque,2022,10
Pay-652347,Inv-975955,2021-07-05,867344.68,Bank Transfer,2021,7
Pay-857961,Inv-723222,2019-07-22,4704384.0,Bank Transfer,2019,7
Pay-440995,Inv-797529,2024-01-20,154022.06,Cash,2024,1
Pay-795553,Inv-797529,2023-12-26,621573.94,Credit Card,2023,12
Pay-770132,Inv-494635,2020-05-20,202319.75,Cash,2020,5
Pay-744001,Inv-494635,2020-05-18,55485.05,Upi,2020,5
Pay-973094,Inv-113456,2020-03-10,488021.61,Credit Card,2020,3
Pay-485562,Inv-113456,2020-02-20,700049.39,Credit Card,2020,2
Pay-550704,Inv-822116,2025-01-30,1907243.99,Credit Card,2025,1
Pay-665091,Inv-822116,2025-01-07,1272015.01,Cheque,2025,1
Pay-637361,Inv-304338,2023-12-07,562262.18,Cheque,2023,12
Pay-355321,Inv-816916,2023-05-15,4835866.0,Cash,2023,5
Pay-251528,Inv-896505,2023-10-19,356608.0,Bank Transfer,2023,10
Pay-257177,Inv-428323,2022-06-12,996396.8,Upi,2022,6
Pay-924148,Inv-693361,2019-07-21,1027971.0,Cheque,2019,7
Pay-427734,Inv-340288,2025-01-02,652381.2,Bank Transfer,2025,1
Pay-188251,Inv-531773,2021-05-01,2678790.4,Cheque,2021,5
Pay-332739,Inv-358790,2023-11-29,1788285.8,Cheque,2023,11
Pay-648199,Inv-307381,2021-12-05,1142327.2,Cheque,2021,12
Pay-929926,Inv-156710,2022-07-21,894834.0,Upi,2022,7
Pay-671246,Inv-671578,2020-02-14,2184698.26,Cheque,2020,2
Pay-376457,Inv-671578,2020-02-10,3631939.74,Cash,2020,2
Pay-229932,Inv-921485,2024-08-07,168957.79,Upi,2024,8
Pay-155644,Inv-248940,2024-07-04,20885.4,Upi,2024,7
Pay-624660,Inv-248940,2024-06-10,699274.6,Cash,2024,6
Pay-611729,Inv-422507,2022-03-04,757789.62,Bank Transfer,2022,3
Pay-955189,Inv-376470,2023-06-13,35105.0,Cheque,2023,6
Pay-411990,Inv-649077,2019-12-19,1554906.0,Upi,2019,12
Pay-963265,Inv-299502,2020-02-22,2688839.0,Cash,2020,2
Pay-678311,Inv-571367,2020-09-08,2359884.92,Credit Card,2020,9
Pay-215837,Inv-347488,2020-03-22,4314777.6,Bank Transfer,2020,3
Pay-371469,Inv-917875,2020-06-16,216320.0,Credit Card,2020,6
Pay-286286,Inv-635486,2020-06-21,1551643.0,Upi,2020,6
Pay-117510,Inv-286679,2021-03-30,183322.78,Bank Transfer,2021,3
Pay-907161,Inv-563525,2022-02-16,1932647.25,Cheque,2022,2
Pay-401068,Inv-563525,2022-01-29,28536.15,Cheque,2022,1
Pay-440412,Inv-771458,2023-05-31,200526.43,Cash,2023,5
Pay-349926,Inv-615243,2021-05-13,830808.2,Credit Card,2021,5
Pay-529925,Inv-516447,2024-07-12,95425.89,Credit Card,2024,7
Pay-276750,Inv-981565,2022-03-20,838638.6,Cheque,2022,3
Pay-602244,Inv-467974,2019-04-20,2801924.0,Credit Card,2019,4
Pay-999242,Inv-166746,2024-09-30,94068.66,Upi,2024,9
Pay-141836,Inv-207104,2019-03-15,5024659.0,Cash,2019,3
Pay-183669,Inv-854559,2021-01-22,36231.57,Cash,2021,1
Pay-563278,Inv-854559,2021-01-28,823006.93,Cheque,2021,1
Pay-307311,Inv-854559,2021-01-14,324843.49,Bank Transfer,2021,1
Pay-171628,Inv-910058,2021-01-20,1264072.27,Bank Transfer,2021,1
Pay-539000,Inv-165129,2019-07-13,673468.52,Cheque,2019,7
Pay-654284,Inv-165129,2019-06-25,329622.88,Credit Card,2019,6
Pay-746044,Inv-972055,2024-05-06,2167505.0,Credit Card,2024,5
Pay-647359,Inv-792267,2020-04-08,1796663.7,Cash,2020,4
Pay-255634,Inv-792267,2020-03-05,94325.7,Upi,2020,3
Pay-200916,Inv-235738,2024-05-01,9499.0,Upi,2024,5
Pay-276447,Inv-230164,2021-01-26,329761.8,Cheque,2021,1
Pay-983205,Inv-595468,2022-10-04,654020.8,Credit Card,2022,10
Pay-182916,Inv-943575,2021-02-23,1537222.91,Credit Card,2021,2
Pay-437275,Inv-750596,2022-12-23,268658.92,Bank Transfer,2022,12
Pay-527939,Inv-750596,2022-11-23,2339964.28,Upi,2022,11
Pay-519139,Inv-220014,2023-12-12,786176.0,Upi,2023,12
Pay-916808,Inv-374472,2020-08-10,676495.69,Credit Card,2020,8
Pay-424801,Inv-374472,2020-08-25,651261.32,Credit Card,2020,8
Pay-757263,Inv-374472,2020-08-28,26154.59,Upi,2020,8
Pay-610446,Inv-917644,2020-07-07,316810.69,Bank Transfer,2020,7
Pay-666920,Inv-917644,2020-07-07,1292742.31,Upi,2020,7
Pay-146252,Inv-869804,2022-05-01,1733035.2,Cheque,2022,5
Pay-494333,Inv-730026,2020-02-17,2672516.0,Cash,2020,2
Pay-765015,Inv-484946,2020-05-11,3272564.0,Cash,2020,5
Pay-613908,Inv-311824,2023-07-26,265277.29,Upi,2023,7
Pay-158308,Inv-311824,2023-08-06,126821.91,Upi,2023,8
Pay-358978,Inv-247516,2022-10-21,199361.0,Bank Transfer,2022,10
