po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total,order_date_year,order_date_month,expected_delivery_date_year,expected_delivery_date_month,received_date_year,received_date_month
Po-563183,Sup0007,Chn001,2022-05-26,2022-06-07,2022-06-08,Received,5474584.09,1454067.4652,6928651.5552,2022,5,2022,6,2022.0,6.0
Po-628539,Sup0006,Del001,2020-12-22,2021-01-01,2021-01-01,Received,1311211.51,307122.7068,1618334.2168,2020,12,2021,1,2021.0,1.0
Po-802613,Sup0001,Del001,2023-11-15,2023-12-04,2023-12-04,Received,14092121.81,3763356.772800001,17855478.5828,2023,11,2023,12,2023.0,12.0
Po-883402,Sup0004,Chn001,2022-04-15,2022-05-03,2022-05-03,Received,8805173.83,2458765.0524,11263938.8824,2022,4,2022,5,2022.0,5.0
Po-255069,Sup0006,Pun001,2022-08-03,2022-08-13,2022-08-13,Received,20198853.23,5573434.4944,25772287.7244,2022,8,2022,8,2022.0,8.0
Po-415899,Sup0003,Hyd001,2020-03-03,2020-03-19,2020-03-19,Received,4736735.71,1212060.5908,5948796.300799999,2020,3,2020,3,2020.0,3.0
Po-448812,Sup0004,Del001,2022-12-06,2022-12-24,2022-12-26,Received,21258184.56,5848934.5748000005,27107119.1348,2022,12,2022,12,2022.0,12.0
Po-872236,Sup0005,Chn001,2023-03-03,2023-03-31,2023-03-31,Received,51112.5,9200.25,60312.75,2023,3,2023,3,2023.0,3.0
Po-626108,Sup0007,Chn001,2021-06-15,2021-06-27,2021-06-27,Received,105251.5,29470.42000000001,134721.92,2021,6,2021,6,2021.0,6.0
Po-302460,Sup0001,Chn001,2021-10-30,2021-11-18,2021-11-25,Received,22241279.02,5756780.3556,27998059.3756,2021,10,2021,11,2021.0,11.0
Po-923599,Sup0007,Chn001,2020-10-28,2020-11-09,2020-11-12,Received,37127564.96,10286279.5038,47413844.4638,2020,10,2020,11,2020.0,11.0
Po-956111,Sup0002,Ahm001,2024-07-10,2024-07-20,2024-07-20,Received,25478647.34,7004734.9532,32483382.2932,2024,7,2024,7,2024.0,7.0
Po-509453,Sup0006,Pun001,2020-12-27,2021-01-06,2021-01-06,Received,8042366.470000001,2215179.2406,10257545.710600002,2020,12,2021,1,2021.0,1.0
Po-646950,Sup0004,Ahm001,2024-03-03,2024-03-21,2024-03-21,Received,5072482.98,1371161.6544,6443644.634400001,2024,3,2024,3,2024.0,3.0
Po-527426,Sup0006,Hyd001,2024-08-11,2024-08-21,2024-08-25,Received,13281410.169999998,3702352.5266,16983762.696599998,2024,8,2024,8,2024.0,8.0
Po-374216,Sup0001,Pun001,2021-11-11,2021-11-30,2021-11-30,Received,24580820.23,6765217.8524,31346038.0824,2021,11,2021,11,2021.0,11.0
Po-631984,Sup0003,Pun001,2024-10-16,2024-11-01,2024-11-01,Received,2244873.3200000003,404077.1976,2648950.5176,2024,10,2024,11,2024.0,11.0
Po-288249,Sup0008,Chn001,2023-11-12,2023-12-08,2023-12-07,Received,35522971.62,9795389.4806,45318361.1006,2023,11,2023,12,2023.0,12.0
Po-872378,Sup0002,Chn001,2024-02-01,2024-02-11,2024-02-14,Received,29460267.03,7977005.227400001,37437272.257400006,2024,2,2024,2,2024.0,2.0
Po-249588,Sup0007,Del001,2022-02-25,2022-03-09,,Cancelled,3738287.26,1023416.7048000002,4761703.9648,2022,2,2022,3,,
Po-633904,Sup0007,Hyd001,2023-08-10,2023-08-22,,Cancelled,16681451.930000002,4604780.6824,21286232.612400003,2023,8,2023,8,,
Po-418121,Sup0003,Pun001,2020-11-07,2020-11-23,2020-11-23,Received,18652199.72,5039179.437600001,23691379.1576,2020,11,2020,11,2020.0,11.0
Po-116105,Sup0008,Pun001,2024-04-23,2024-05-19,2024-05-20,Received,8885670.21,2434600.0908000004,11320270.3008,2024,4,2024,5,2024.0,5.0
Po-357671,Sup0003,Chn001,2020-05-14,2020-05-30,2020-05-31,Received,181639.92,50859.17760000001,232499.09760000004,2020,5,2020,5,2020.0,5.0
Po-380107,Sup0007,Chn001,2023-06-16,2023-06-28,2023-06-27,Received,187852.14,33813.3852,221665.5252,2023,6,2023,6,2023.0,6.0
Po-133655,Sup0005,Ahm001,2023-07-13,2023-08-10,2023-08-10,Received,402457.56,109813.03680000002,512270.59680000006,2023,7,2023,8,2023.0,8.0
Po-121773,Sup0002,Chn001,2022-04-18,2022-04-28,2022-04-28,Received,3478003.69,959313.1392,4437316.8292,2022,4,2022,4,2022.0,4.0
Po-147251,Sup0007,Ahm001,2019-03-11,2019-03-23,2019-03-23,Received,11945505.4,3344741.512,15290246.912,2019,3,2019,3,2019.0,3.0
Po-548023,Sup0008,Hyd001,2020-12-13,2021-01-08,2021-01-08,Received,21675675.0,5958324.326,27633999.326,2020,12,2021,1,2021.0,1.0
Po-974346,Sup0006,Pun001,2022-07-02,2022-07-12,2022-07-16,Received,13085672.9,3326389.9740000004,16412062.873999998,2022,7,2022,7,2022.0,7.0
Po-914351,Sup0007,Del001,2022-10-14,2022-10-26,2022-10-26,Received,27143022.130000003,7574895.432400001,34717917.5624,2022,10,2022,10,2022.0,10.0
Po-140936,Sup0002,Chn001,2022-08-13,2022-08-23,2022-08-23,Received,33030955.47,9192840.2056,42223795.67560001,2022,8,2022,8,2022.0,8.0
Po-523015,Sup0007,Del001,2019-05-02,2019-05-14,2019-05-14,Received,11857971.49,3303634.3192000007,15161605.8092,2019,5,2019,5,2019.0,5.0
Po-589730,Sup0001,Chn001,2019-04-19,2019-05-08,2019-05-08,Received,1452661.0,325967.316,1778628.316,2019,4,2019,5,2019.0,5.0
Po-717162,Sup0005,Pun001,2020-05-12,2020-06-09,2020-06-09,Received,32735067.78,8755748.9954,41490816.7754,2020,5,2020,6,2020.0,6.0
Po-538403,Sup0002,Hyd001,2021-03-17,2021-03-27,2021-03-27,Received,4835498.41,1337810.4198,6173308.8298,2021,3,2021,3,2021.0,3.0
Po-324434,Sup0006,Ahm001,2024-09-21,2024-10-01,2024-10-01,Received,19638300.92,5498724.2576,25137025.1776,2024,9,2024,10,2024.0,10.0
Po-972325,Sup0007,Chn001,2024-02-23,2024-03-06,2024-03-06,Received,25683898.84,7109348.9632,32793247.8032,2024,2,2024,3,2024.0,3.0
Po-951313,Sup0006,Del001,2019-06-16,2019-06-26,2019-06-24,Received,15461257.19,4147195.7612,19608452.9512,2019,6,2019,6,2019.0,6.0
Po-849145,Sup0007,Hyd001,2022-12-06,2022-12-18,2022-12-18,Received,12765442.39,3529275.5472000004,16294717.9372,2022,12,2022,12,2022.0,12.0
Po-149390,Sup0007,Del001,2021-12-15,2021-12-27,2021-12-27,Received,9167319.26,2542031.7518,11709351.011800002,2021,12,2021,12,2021.0,12.0
Po-409247,Sup0006,Pun001,2024-02-12,2024-02-22,2024-02-22,Received,12750758.16,3373075.0788000003,16123833.238800002,2024,2,2024,2,2024.0,2.0
Po-692321,Sup0007,Del001,2023-02-06,2023-02-18,2023-02-18,Received,32648759.91,9087417.7308,41736177.6408,2023,2,2023,2,2023.0,2.0
Po-349338,Sup0008,Hyd001,2021-07-08,2021-08-03,2021-08-03,Received,18576888.69,5156754.758200001,23733643.4482,2021,7,2021,8,2021.0,8.0
Po-944169,Sup0005,Chn001,2022-02-15,2022-03-15,2022-03-15,Received,17381307.189999998,4662266.825200001,22043574.0152,2022,2,2022,3,2022.0,3.0
Po-391175,Sup0007,Del001,2022-11-26,2022-12-08,,Cancelled,1227333.46,343653.3688,1570986.8288,2022,11,2022,12,,
Po-398353,Sup0006,Hyd001,2019-10-21,2019-10-31,2019-10-31,Received,17339966.4,4844061.365,22184027.765,2019,10,2019,10,2019.0,10.0
Po-113264,Sup0006,Del001,2022-12-17,2022-12-27,,Cancelled,25738665.86,7202832.5688000005,32941498.4288,2022,12,2022,12,,
Po-428209,Sup0002,Pun001,2019-07-10,2019-07-20,2019-07-20,Received,32999515.55,9208410.976000002,42207926.52600001,2019,7,2019,7,2019.0,7.0
Po-338040,Sup0002,Chn001,2024-12-12,2024-12-22,2024-12-28,Received,1203741.36,335753.44080000004,1539494.8008,2024,12,2024,12,2024.0,12.0
Po-357104,Sup0001,Kol001,2019-08-07,2019-08-26,2019-08-26,Received,28892142.66,7749453.9698,36641596.6298,2019,8,2019,8,2019.0,8.0
Po-519982,Sup0004,Del001,2021-06-10,2021-06-28,2021-06-28,Received,8440699.64,2348156.4312,10788856.0712,2021,6,2021,6,2021.0,6.0
Po-468574,Sup0002,Kol001,2020-09-22,2020-10-02,2020-10-02,Received,17554309.27,4915206.595600001,22469515.8656,2020,9,2020,10,2020.0,10.0
Po-107630,Sup0007,Hyd001,2021-11-16,2021-11-28,2021-11-28,Received,32102827.35,8761597.440000001,40864424.79,2021,11,2021,11,2021.0,11.0
Po-165273,Sup0002,Chn001,2021-06-11,2021-06-21,2021-06-21,Received,6259477.0600000005,1724464.6848000004,7983941.7448,2021,6,2021,6,2021.0,6.0
Po-535564,Sup0007,Pun001,2023-12-14,2023-12-26,2023-12-29,Received,6084065.82,1585568.1656,7669633.9856,2023,12,2023,12,2023.0,12.0
Po-260229,Sup0002,Chn001,2021-09-09,2021-09-19,2021-09-19,Received,11439735.57,3151066.7216000003,14590802.2916,2021,9,2021,9,2021.0,9.0
Po-780632,Sup0002,Hyd001,2024-04-20,2024-04-30,2024-05-06,Received,47146228.19,12832021.301200002,59978249.4912,2024,4,2024,4,2024.0,5.0
Po-660518,Sup0004,Pun001,2023-05-26,2023-06-13,2023-06-13,Received,541284.72,115165.4736,656450.1935999999,2023,5,2023,6,2023.0,6.0
Po-485230,Sup0007,Ahm001,2019-01-01,2019-01-13,2019-01-13,Received,7899448.279999999,2165612.4334,10065060.7134,2019,1,2019,1,2019.0,1.0
Po-716459,Sup0001,Ahm001,2022-08-17,2022-09-05,,Cancelled,10186830.25,2843118.745,13029948.995,2022,8,2022,9,,
Po-983296,Sup0002,Del001,2024-06-14,2024-06-24,2024-06-24,Received,3319296.74,929403.0872000002,4248699.8272,2024,6,2024,6,2024.0,6.0
Po-503654,Sup0002,Pun001,2020-07-16,2020-07-26,2020-07-26,Received,17834846.43,4906050.964400001,22740897.3944,2020,7,2020,7,2020.0,7.0
Po-390806,Sup0007,Pun001,2021-07-28,2021-08-09,2021-08-09,Received,8711724.08,2421802.1464000004,11133526.2264,2021,7,2021,8,2021.0,8.0
Po-173067,Sup0005,Pun001,2024-05-07,2024-06-04,2024-06-04,Received,18732717.58,5023469.423400001,23756187.0034,2024,5,2024,6,2024.0,6.0
Po-307832,Sup0001,Chn001,2024-05-12,2024-05-31,2024-05-31,Received,9474810.75,2598047.633,12072858.383,2024,5,2024,5,2024.0,5.0
Po-723023,Sup0008,Ahm001,2021-01-28,2021-02-23,2021-02-23,Received,682824.9199999999,179903.5916,862728.5116,2021,1,2021,2,2021.0,2.0
Po-795699,Sup0003,Ahm001,2020-07-04,2020-07-20,2020-07-20,Received,8155507.880000001,2207101.4474000004,10362609.3274,2020,7,2020,7,2020.0,7.0
Po-829688,Sup0001,Hyd001,2022-02-23,2022-03-14,2022-03-14,Received,20142196.3,5536435.597000001,25678631.897,2022,2,2022,3,2022.0,3.0
Po-995706,Sup0005,Chn001,2024-04-20,2024-05-18,2024-05-18,Received,56831910.2,15889356.284000002,72721266.484,2024,4,2024,5,2024.0,5.0
Po-175734,Sup0008,Pun001,2023-04-14,2023-05-10,2023-05-10,Received,11823246.75,3261937.071,15085183.821,2023,4,2023,5,2023.0,5.0
Po-567465,Sup0004,Del001,2023-08-29,2023-09-16,2023-09-19,Received,24309695.97,6503919.6716,30813615.6416,2023,8,2023,9,2023.0,9.0
Po-953086,Sup0003,Kol001,2023-05-25,2023-06-10,2023-06-10,Received,293629.14,82216.15920000001,375845.2992,2023,5,2023,6,2023.0,6.0
Po-614618,Sup0001,Hyd001,2022-09-11,2022-09-30,2022-10-02,Received,4053133.57,1079996.7696,5133130.3396,2022,9,2022,9,2022.0,10.0
Po-551235,Sup0003,Kol001,2024-08-05,2024-08-21,2024-08-20,Received,14967651.75,4163810.056000001,19131461.806,2024,8,2024,8,2024.0,8.0
Po-130919,Sup0005,Kol001,2023-12-08,2024-01-05,2024-01-05,Received,8423535.18,2200038.0764000006,10623573.2564,2023,12,2024,1,2024.0,1.0
Po-335984,Sup0002,Pun001,2021-05-18,2021-05-28,2021-05-28,Received,10090818.34,2691824.8362000007,12782643.1762,2021,5,2021,5,2021.0,5.0
Po-848838,Sup0002,Pun001,2022-09-30,2022-10-10,2022-10-10,Received,35228216.74,9619684.786200002,44847901.5262,2022,9,2022,10,2022.0,10.0
Po-627913,Sup0007,Ahm001,2024-11-05,2024-11-17,2024-11-21,Received,28697677.19,7983433.7702,36681110.9602,2024,11,2024,11,2024.0,11.0
Po-661352,Sup0004,Chn001,2020-04-03,2020-04-21,2020-04-21,Received,984267.6,177168.168,1161435.768,2020,4,2020,4,2020.0,4.0
Po-607163,Sup0008,Del001,2019-05-14,2019-06-09,2019-06-09,Received,22610808.16,6296475.7218,28907283.881800003,2019,5,2019,6,2019.0,6.0
Po-624326,Sup0003,Pun001,2020-12-24,2021-01-09,2021-01-09,Received,15652435.529999996,4154570.1494,19807005.6794,2020,12,2021,1,2021.0,1.0
Po-703674,Sup0008,Hyd001,2024-10-14,2024-11-09,2024-11-09,Received,242746.43,67969.0004,310715.4304,2024,10,2024,11,2024.0,11.0
Po-668679,Sup0003,Kol001,2022-01-30,2022-02-15,2022-02-15,Received,2705771.2800000003,757615.9584000001,3463387.2384,2022,1,2022,2,2022.0,2.0
Po-149865,Sup0006,Del001,2021-03-27,2021-04-06,,Cancelled,3698480.42,1010885.5546,4709365.974599999,2021,3,2021,4,,
Po-783760,Sup0002,Kol001,2022-07-23,2022-08-02,2022-08-04,Received,6794832.2,1578891.7240000002,8373723.924000001,2022,7,2022,8,2022.0,8.0
Po-462823,Sup0006,Pun001,2020-02-03,2020-02-13,,Cancelled,14915814.74,4096481.1522,19012295.8922,2020,2,2020,2,,
Po-546140,Sup0004,Ahm001,2019-08-07,2019-08-25,2019-08-25,Received,3342542.97,935912.0316,4278455.0016,2019,8,2019,8,2019.0,8.0
Po-485378,Sup0005,Kol001,2019-02-04,2019-03-04,2019-03-04,Received,3188143.22,863021.2586000001,4051164.4786,2019,2,2019,3,2019.0,3.0
Po-727917,Sup0001,Ahm001,2020-06-10,2020-06-29,2020-06-29,Received,20363985.39,5688401.860200001,26052387.250200003,2020,6,2020,6,2020.0,6.0
Po-757904,Sup0008,Kol001,2024-05-25,2024-06-20,2024-06-18,Received,32734548.86,9162719.680800002,41897268.540800005,2024,5,2024,6,2024.0,6.0
Po-102175,Sup0006,Kol001,2020-11-15,2020-11-25,2020-11-25,Received,4759140.19,1310728.1632,6069868.3532,2020,11,2020,11,2020.0,11.0
Po-107324,Sup0003,Chn001,2022-07-08,2022-07-24,2022-07-24,Received,1830230.52,329441.4936,2159672.0136,2022,7,2022,7,2022.0,7.0
Po-289805,Sup0007,Hyd001,2022-09-03,2022-09-15,2022-09-15,Received,1620531.61,400390.7128,2020922.3228,2022,9,2022,9,2022.0,9.0
Po-158296,Sup0002,Del001,2022-10-13,2022-10-23,2022-10-23,Received,9376266.16,2584029.3208000003,11960295.4808,2022,10,2022,10,2022.0,10.0
Po-384583,Sup0004,Chn001,2021-09-15,2021-10-03,2021-10-03,Received,5346237.05,1465060.2340000002,6811297.284,2021,9,2021,10,2021.0,10.0
Po-932497,Sup0007,Kol001,2020-10-10,2020-10-22,2020-10-22,Received,588591.56,120053.5808,708645.1408,2020,10,2020,10,2020.0,10.0
Po-566577,Sup0003,Ahm001,2024-12-17,2025-01-02,2025-01-02,Received,47829807.4,13284992.691000002,61114800.091000006,2024,12,2025,1,2025.0,1.0
Po-358913,Sup0004,Del001,2022-07-27,2022-08-14,2022-08-14,Received,12737347.98,3540262.5084,16277610.4884,2022,7,2022,8,2022.0,8.0
Po-233366,Sup0004,Pun001,2020-06-29,2020-07-17,2020-07-17,Received,4846470.18,1336492.3344000005,6182962.5144,2020,6,2020,7,2020.0,7.0
Po-243174,Sup0006,Pun001,2024-03-20,2024-03-30,2024-04-04,Received,62683699.33,17058703.526400004,79742402.8564,2024,3,2024,3,2024.0,4.0
Po-298016,Sup0002,Del001,2024-10-16,2024-10-26,2024-10-26,Received,7960800.869999999,2211427.8076,10172228.6776,2024,10,2024,10,2024.0,10.0
Po-251322,Sup0003,Hyd001,2019-04-01,2019-04-17,2019-04-17,Received,28569628.55,7911439.198000001,36481067.748,2019,4,2019,4,2019.0,4.0
Po-746621,Sup0007,Kol001,2021-01-29,2021-02-10,2021-02-10,Received,3838539.58,1074791.0824000002,4913330.6624,2021,1,2021,2,2021.0,2.0
Po-598342,Sup0004,Chn001,2023-05-30,2023-06-17,2023-06-22,Received,31630675.3,8802504.211000001,40433179.511,2023,5,2023,6,2023.0,6.0
Po-250733,Sup0001,Chn001,2022-04-04,2022-04-23,2022-04-23,Received,23037966.8,6288505.858000001,29326472.658,2022,4,2022,4,2022.0,4.0
Po-943469,Sup0004,Del001,2019-08-15,2019-09-02,2019-09-02,Received,20057618.49,5563832.9592,25621451.4492,2019,8,2019,9,2019.0,9.0
Po-518835,Sup0004,Chn001,2019-12-14,2020-01-01,2020-01-01,Received,5058411.17,1407333.1596,6465744.329600001,2019,12,2020,1,2020.0,1.0
Po-710753,Sup0001,Hyd001,2022-07-03,2022-07-22,2022-07-27,Received,7329702.669999999,2022505.3416,9352208.0116,2022,7,2022,7,2022.0,7.0
Po-196810,Sup0003,Ahm001,2019-11-27,2019-12-13,2019-12-17,Received,4733675.5,1255818.7680000002,5989494.268,2019,11,2019,12,2019.0,12.0
Po-917112,Sup0003,Chn001,2023-03-07,2023-03-23,2023-03-21,Received,9747902.13,2729412.5964,12477314.7264,2023,3,2023,3,2023.0,3.0
Po-437480,Sup0005,Hyd001,2021-01-17,2021-02-14,2021-02-14,Received,16393355.81,4569073.651800001,20962429.4618,2021,1,2021,2,2021.0,2.0
Po-338408,Sup0005,Hyd001,2020-09-21,2020-10-19,2020-10-19,Received,12783675.61,3521922.5878000003,16305598.1978,2020,9,2020,10,2020.0,10.0
Po-942638,Sup0005,Kol001,2020-04-21,2020-05-19,2020-05-19,Received,23957454.32,6533188.2486000005,30490642.5686,2020,4,2020,5,2020.0,5.0
Po-478910,Sup0007,Pun001,2019-12-27,2020-01-08,2020-01-12,Received,9775218.84,2724608.1552000004,12499826.9952,2019,12,2020,1,2020.0,1.0
Po-628245,Sup0007,Del001,2021-02-03,2021-02-15,2021-02-15,Received,2744895.23,735093.4384,3479988.6684,2021,2,2021,2,2021.0,2.0
Po-442669,Sup0008,Del001,2021-12-06,2022-01-01,2021-12-30,Received,18281659.57,4766141.4626,23047801.0326,2021,12,2022,1,2021.0,12.0
Po-641944,Sup0005,Pun001,2019-05-21,2019-06-18,2019-06-18,Received,22018855.86,6030295.8518,28049151.7118,2019,5,2019,6,2019.0,6.0
Po-789293,Sup0007,Kol001,2023-11-20,2023-12-02,2023-12-02,Received,16882621.42,4665336.663600001,21547958.0836,2023,11,2023,12,2023.0,12.0
Po-151475,Sup0007,Del001,2019-02-17,2019-03-01,2019-03-01,Received,1005569.67,181002.5406,1186572.2106,2019,2,2019,3,2019.0,3.0
Po-526987,Sup0008,Ahm001,2023-01-07,2023-02-02,2023-02-02,Received,5346610.3100000005,1307450.3588,6654060.6688,2023,1,2023,2,2023.0,2.0
Po-872529,Sup0006,Hyd001,2024-07-22,2024-08-01,2024-07-31,Received,21814216.78,6069349.0444,27883565.8244,2024,7,2024,8,2024.0,7.0
Po-262702,Sup0007,Ahm001,2020-10-21,2020-11-02,2020-11-02,Received,10802717.55,2949645.504,13752363.054,2020,10,2020,11,2020.0,11.0
Po-935921,Sup0003,Hyd001,2021-03-01,2021-03-17,2021-03-17,Received,36407495.8,10140157.958,46547653.758,2021,3,2021,3,2021.0,3.0
Po-543806,Sup0004,Hyd001,2022-03-12,2022-03-30,2022-03-30,Received,11197372.4,2847991.0910000005,14045363.491,2022,3,2022,3,2022.0,3.0
Po-978374,Sup0004,Hyd001,2022-05-16,2022-06-03,2022-06-03,Received,6603441.330000001,1848963.5724000004,8452404.902400002,2022,5,2022,6,2022.0,6.0
Po-131667,Sup0005,Chn001,2024-09-05,2024-10-03,2024-10-08,Received,8070535.380000001,2259749.9064,10330285.2864,2024,9,2024,10,2024.0,10.0
Po-104382,Sup0005,Chn001,2023-11-12,2023-12-10,2023-12-10,Received,8905790.34,2493621.2952,11399411.6352,2023,11,2023,12,2023.0,12.0
Po-972111,Sup0006,Kol001,2022-07-17,2022-07-27,2022-07-27,Received,34459737.37,9233074.5456,43692811.9156,2022,7,2022,7,2022.0,7.0
Po-441183,Sup0007,Hyd001,2019-01-06,2019-01-18,,Cancelled,5171932.52,1338342.1596,6510274.6796,2019,1,2019,1,,
Po-198530,Sup0006,Pun001,2024-12-13,2024-12-23,2024-12-23,Received,1384055.9900000002,347101.02820000006,1731157.0182000005,2024,12,2024,12,2024.0,12.0
Po-114675,Sup0005,Ahm001,2023-12-27,2024-01-24,2024-01-24,Received,5481455.38,1494137.1314000003,6975592.5114,2023,12,2024,1,2024.0,1.0
Po-648540,Sup0003,Ahm001,2023-05-12,2023-05-28,2023-05-28,Received,581690.7,104704.326,686395.026,2023,5,2023,5,2023.0,5.0
Po-624176,Sup0003,Kol001,2022-03-19,2022-04-04,2022-04-04,Received,7292642.4,1988320.7860000003,9280963.186,2022,3,2022,4,2022.0,4.0
Po-790519,Sup0008,Del001,2020-08-14,2020-09-09,2020-09-09,Received,9758817.1,2732468.7880000006,12491285.888,2020,8,2020,9,2020.0,9.0
Po-341525,Sup0007,Del001,2019-05-22,2019-06-03,2019-06-08,Received,28891854.22,8035656.963600001,36927511.1836,2019,5,2019,6,2019.0,6.0
Po-226224,Sup0005,Kol001,2020-04-03,2020-05-01,2020-05-01,Received,11115645.43,2966324.549400001,14081969.9794,2020,4,2020,5,2020.0,5.0
Po-826115,Sup0003,Pun001,2024-01-10,2024-01-26,2024-01-26,Received,11861910.760000002,3312181.9438000005,15174092.7038,2024,1,2024,1,2024.0,1.0
Po-475739,Sup0003,Del001,2019-03-26,2019-04-11,2019-04-15,Received,21274381.290000003,5874818.319200002,27149199.609200004,2019,3,2019,4,2019.0,4.0
Po-486330,Sup0006,Pun001,2024-03-30,2024-04-09,2024-04-09,Received,21146218.79,5888976.114200001,27035194.9042,2024,3,2024,4,2024.0,4.0
Po-475258,Sup0001,Hyd001,2021-12-02,2021-12-21,2021-12-21,Received,8828561.56,2324490.9108,11153052.4708,2021,12,2021,12,2021.0,12.0
Po-522779,Sup0008,Ahm001,2023-08-01,2023-08-27,2023-08-27,Received,2542453.84,711887.0752,3254340.9152,2023,8,2023,8,2023.0,8.0
Po-130982,Sup0002,Chn001,2022-12-09,2022-12-19,2022-12-19,Received,22070327.65,6019023.5200000005,28089351.17,2022,12,2022,12,2022.0,12.0
Po-661856,Sup0003,Hyd001,2023-08-27,2023-09-12,2023-09-12,Received,1543323.06,426282.9508000001,1969606.0108,2023,8,2023,9,2023.0,9.0
Po-913194,Sup0008,Hyd001,2022-02-13,2022-03-11,2022-03-11,Received,13267703.4,3703404.542000001,16971107.942,2022,2,2022,3,2022.0,3.0
Po-830969,Sup0002,Hyd001,2023-09-10,2023-09-20,,Cancelled,681064.7200000001,190698.12160000004,871762.8416000002,2023,9,2023,9,,
Po-235408,Sup0001,Del001,2022-06-22,2022-07-11,2022-07-10,Received,21104214.39,5703047.964199999,26807262.3542,2022,6,2022,7,2022.0,7.0
Po-449035,Sup0003,Hyd001,2020-12-29,2021-01-14,2021-01-15,Received,3792332.310000001,1061853.0468,4854185.356800001,2020,12,2021,1,2021.0,1.0
Po-835074,Sup0008,Kol001,2024-11-13,2024-12-09,2024-12-09,Received,4028443.37,970996.5366,4999439.9066,2024,11,2024,12,2024.0,12.0
Po-375977,Sup0001,Del001,2020-01-17,2020-02-05,,Cancelled,27899598.75,7773928.494000001,35673527.244,2020,1,2020,2,,
Po-611107,Sup0006,Ahm001,2021-11-15,2021-11-25,2021-11-25,Received,43468005.27,11973090.415600002,55441095.6856,2021,11,2021,11,2021.0,11.0
Po-342748,Sup0005,Kol001,2019-09-11,2019-10-09,2019-10-09,Received,16941863.07,4604082.2256000005,21545945.2956,2019,9,2019,10,2019.0,10.0
Po-815069,Sup0005,Del001,2023-09-13,2023-10-11,,Cancelled,45606692.92,12745172.595600002,58351865.5156,2023,9,2023,10,,
Po-295277,Sup0001,Kol001,2022-10-19,2022-11-07,2022-11-07,Received,18485981.54,4777021.530200001,23263003.0702,2022,10,2022,11,2022.0,11.0
Po-658579,Sup0006,Del001,2021-09-11,2021-09-21,,Cancelled,18010936.25,4987047.634000001,22997983.884,2021,9,2021,9,,
Po-661047,Sup0005,Kol001,2020-06-03,2020-07-01,2020-07-01,Received,21383035.68,5816969.806400001,27200005.4864,2020,6,2020,7,2020.0,7.0
Po-538015,Sup0003,Hyd001,2020-02-28,2020-03-15,2020-03-15,Received,7029828.680000001,1958879.2374,8988707.9174,2020,2,2020,3,2020.0,3.0
Po-648577,Sup0003,Hyd001,2024-04-18,2024-05-04,2024-05-04,Received,14428455.63,4000162.7524,18428618.3824,2024,4,2024,5,2024.0,5.0
Po-273974,Sup0006,Kol001,2024-10-08,2024-10-18,2024-10-18,Received,5747270.77,1367430.4356000002,7114701.2056,2024,10,2024,10,2024.0,10.0
Po-780029,Sup0008,Del001,2024-07-06,2024-08-01,2024-08-04,Received,18897011.1,4929720.163000001,23826731.263,2024,7,2024,8,2024.0,8.0
Po-681655,Sup0008,Kol001,2024-02-03,2024-02-29,,Cancelled,32714541.410000004,9063770.0098,41778311.4198,2024,2,2024,2,,
Po-285897,Sup0006,Ahm001,2021-11-23,2021-12-03,2021-11-30,Received,9401413.18,2369535.8084000004,11770948.9884,2021,11,2021,12,2021.0,11.0
Po-132889,Sup0008,Kol001,2022-05-22,2022-06-17,2022-06-17,Received,17109211.03,4787215.612400001,21896426.6424,2022,5,2022,6,2022.0,6.0
Po-224222,Sup0005,Ahm001,2023-09-20,2023-10-18,2023-10-18,Received,3135162.27,841380.8036,3976543.0736,2023,9,2023,10,2023.0,10.0
Po-475254,Sup0002,Kol001,2023-06-05,2023-06-15,2023-06-15,Received,7144807.76,1943358.6008000004,9088166.3608,2023,6,2023,6,2023.0,6.0
Po-731607,Sup0003,Ahm001,2023-03-08,2023-03-24,2023-03-24,Received,21932763.42,5871844.0326000005,27804607.4526,2023,3,2023,3,2023.0,3.0
Po-437608,Sup0006,Del001,2021-08-14,2021-08-24,2021-08-24,Received,26278008.82,7337894.573600001,33615903.3936,2021,8,2021,8,2021.0,8.0
Po-786088,Sup0003,Hyd001,2023-07-31,2023-08-16,2023-08-16,Received,27785272.85,7532505.291000001,35317778.140999995,2023,7,2023,8,2023.0,8.0
Po-333748,Sup0005,Del001,2022-06-04,2022-07-02,2022-07-02,Received,12416115.4,3459594.0040000007,15875709.404,2022,6,2022,7,2022.0,7.0
Po-476565,Sup0002,Chn001,2021-11-19,2021-11-29,2021-12-03,Received,1007806.82,232186.2276,1239993.0476,2021,11,2021,11,2021.0,12.0
Po-985747,Sup0003,Del001,2021-04-24,2021-05-10,2021-05-10,Received,7335256.67,1996295.4266,9331552.0966,2021,4,2021,5,2021.0,5.0
Po-845589,Sup0004,Hyd001,2022-08-07,2022-08-25,2022-08-25,Received,23941963.62,6662258.5656,30604222.1856,2022,8,2022,8,2022.0,8.0
Po-521529,Sup0002,Kol001,2021-01-15,2021-01-25,2021-01-29,Received,8016000.52,2189429.2176,10205429.7376,2021,1,2021,1,2021.0,1.0
