invoice_id,so_id,customer_id,branch_id,invoice_date,due_date,total_order_value,total_gst_amount,grand_total,payment_status,invoice_date_year,invoice_date_month,due_date_year,due_date_month
Inv-262743,So-709168,C0451,Kol001,2021-01-21,2021-02-20,895850,240853.0,1136703.0,Partially Paid,2021,1,2021,2
Inv-561259,So-789632,C0192,Del001,2022-11-28,2023-01-12,588010,152811.80000000002,740821.8,Unpaid,2022,11,2023,1
Inv-731649,So-400901,C0232,Chn001,2021-02-14,2021-03-16,707120,195921.6,903041.6,Paid,2021,2,2021,3
Inv-191419,So-878517,C0022,Chn001,2021-08-23,2021-10-22,765800,214424.00000000003,980224.0,Paid,2021,8,2021,10
Inv-572880,So-819110,C0249,Ahm001,2024-07-13,2024-08-27,2140350,590813.0000000001,2731163.0,Partially Paid,2024,7,2024,8
Inv-745035,So-615746,C0469,Kol001,2024-03-24,2024-05-08,4040250,1128655.0,5168905.0,Paid,2024,3,2024,5
Inv-850081,So-992791,C0352,Kol001,2019-05-10,2019-06-24,1797040,484492.20000000007,2281532.2,Unpaid,2019,5,2019,6
Inv-163771,So-875638,C0216,Kol001,2024-07-28,2024-08-27,137200,38416.00000000001,175616.0,Paid,2024,7,2024,8
Inv-848147,So-999439,C0008,Hyd001,2020-05-07,2020-07-06,1903430,530657.4,2434087.4,Paid,2020,5,2020,7
Inv-513507,So-656674,C0480,Ahm001,2019-11-01,2019-12-16,123600,34608.0,158208.0,Paid,2019,11,2019,12
Inv-793357,So-857712,C0459,Pun001,2022-11-13,2022-12-28,50920,9165.6,60085.6,Partially Paid,2022,11,2022,12
Inv-733849,So-767441,C0144,Ahm001,2019-10-14,2019-12-13,769900,212502.00000000003,982402.0,Paid,2019,10,2019,12
Inv-319147,So-655262,C0230,Del001,2023-07-12,2023-07-27,2843430,774857.4,3618287.4,Unpaid,2023,7,2023,7
Inv-810685,So-782688,C0436,Kol001,2019-08-29,2019-09-28,1849700,498976.00000000006,2348676.0,Paid,2019,8,2019,9
Inv-168564,So-561506,C0299,Chn001,2024-05-06,2024-06-05,528840,145711.2,674551.2,Paid,2024,5,2024,6
Inv-233880,So-809680,C0089,Ahm001,2023-08-10,2023-09-09,2287900,638657.0,2926557.0,Paid,2023,8,2023,9
Inv-604505,So-178243,C0293,Pun001,2019-04-03,2019-05-03,719950,183051.00000000003,903001.0,Unpaid,2019,4,2019,5
Inv-255140,So-454775,C0109,Chn001,2023-11-07,2023-11-22,2899010,802011.8,3701021.8,Paid,2023,11,2023,11
Inv-215666,So-670661,C0219,Pun001,2024-02-10,2024-04-10,1016080,284409.4,1300489.4,Paid,2024,2,2024,4
Inv-960584,So-351204,C0437,Hyd001,2019-02-11,2019-03-13,2355640,656985.2000000001,3012625.2,Paid,2019,2,2019,3
Inv-282715,So-108154,C0374,Pun001,2020-08-05,2020-09-04,221950,55006.0,276956.0,Paid,2020,8,2020,9
Inv-342285,So-752819,C0030,Hyd001,2021-05-14,2021-07-13,31500,5670.0,37170.0,Unpaid,2021,5,2021,7
Inv-415617,So-153833,C0462,Chn001,2019-09-12,2019-09-27,1433550,391229.00000000006,1824779.0,Paid,2019,9,2019,9
Inv-751591,So-459261,C0166,Ahm001,2023-04-01,2023-05-31,3308310,924615.8,4232925.8,Paid,2023,4,2023,5
Inv-196859,So-295686,C0339,Chn001,2021-12-27,2022-01-26,408160,112358.80000000002,520518.8,Paid,2021,12,2022,1
Inv-973719,So-337722,C0344,Chn001,2021-09-24,2021-10-24,423540,108292.2,531832.2,Partially Paid,2021,9,2021,10
Inv-798085,So-721802,C0394,Hyd001,2021-10-01,2021-11-15,772240,213293.20000000004,985533.2,Paid,2021,10,2021,11
Inv-530495,So-595170,C0029,Kol001,2020-11-17,2021-01-01,796000,222880.00000000003,1018880.0,Unpaid,2020,11,2021,1
Inv-798490,So-385906,C0011,Kol001,2023-06-16,2023-08-15,704200,178976.00000000003,883176.0,Paid,2023,6,2023,8
Inv-576413,So-978685,C0488,Chn001,2021-11-23,2021-12-23,4569000,1271410.0000000002,5840410.0,Paid,2021,11,2021,12
Inv-719890,So-362738,C0239,Chn001,2024-01-18,2024-03-18,1246800,349104.00000000006,1595904.0,Paid,2024,1,2024,3
Inv-391671,So-775869,C0290,Ahm001,2024-11-26,2024-12-26,6830,1229.4,8059.4,Paid,2024,11,2024,12
Inv-859255,So-164794,C0395,Kol001,2021-07-04,2021-08-18,4073650,1112542.0000000002,5186192.0,Paid,2021,7,2021,8
Inv-987314,So-816200,C0339,Chn001,2019-07-01,2019-07-31,918280,255850.4,1174130.4,Paid,2019,7,2019,7
Inv-601167,So-312660,C0181,Pun001,2020-02-13,2020-03-14,1500740,401838.20000000007,1902578.2,Paid,2020,2,2020,3
Inv-865826,So-374257,C0222,Del001,2022-09-08,2022-10-08,541540,151197.2,692737.2,Paid,2022,9,2022,10
Inv-651500,So-542132,C0034,Pun001,2022-01-14,2022-01-29,14350,2583.0,16933.0,Paid,2022,1,2022,1
Inv-565077,So-755586,C0239,Chn001,2023-12-04,2024-02-02,269290,72352.2,341642.2,Paid,2023,12,2024,2
Inv-873503,So-678122,C0093,Chn001,2019-04-28,2019-05-28,539450,151046.0,690496.0,Partially Paid,2019,4,2019,5
Inv-898639,So-817904,C0473,Chn001,2020-07-01,2020-08-15,10560,1900.8,12460.8,Paid,2020,7,2020,8
Inv-228331,So-720308,C0137,Chn001,2022-11-20,2022-12-05,805500,220610.00000000003,1026110.0,Partially Paid,2022,11,2022,12
Inv-756009,So-581117,C0453,Chn001,2020-08-09,2020-09-08,1084650,288837.00000000006,1373487.0,Unpaid,2020,8,2020,9
Inv-626113,So-346401,C0403,Kol001,2024-01-07,2024-02-06,1822630,506253.4000000001,2328883.4,Paid,2024,1,2024,2
Inv-991975,So-209726,C0122,Kol001,2021-02-26,2021-03-28,2565340,703046.2000000001,3268386.2,Paid,2021,2,2021,3
Inv-277249,So-252137,C0259,Chn001,2023-07-29,2023-08-13,623010,172841.80000000002,795851.8,Paid,2023,7,2023,8
Inv-550985,So-903284,C0124,Pun001,2021-10-13,2021-12-12,641040,173842.2,814882.2,Paid,2021,10,2021,12
Inv-526823,So-560800,C0136,Ahm001,2023-12-12,2024-01-11,545850,139493.0,685343.0,Partially Paid,2023,12,2024,1
Inv-677921,So-210094,C0143,Chn001,2020-12-19,2021-02-02,507060,136020.80000000002,643080.8,Paid,2020,12,2021,2
Inv-121589,So-825397,C0487,Del001,2023-10-12,2023-10-27,282300,77894.0,360194.0,Paid,2023,10,2023,10
Inv-335746,So-942510,C0114,Kol001,2021-02-27,2021-03-29,474470,113324.60000000002,587794.6,Paid,2021,2,2021,3
Inv-179887,So-734726,C0418,Pun001,2019-03-28,2019-04-12,728890,169615.2,898505.2,Partially Paid,2019,3,2019,4
Inv-968618,So-885935,C0124,Pun001,2021-10-01,2021-11-30,1763180,484192.4,2247372.4,Paid,2021,10,2021,11
Inv-858537,So-385729,C0082,Ahm001,2020-05-22,2020-07-21,24650,4437.0,29087.0,Paid,2020,5,2020,7
Inv-731065,So-424716,C0242,Chn001,2021-07-08,2021-08-07,224270,58498.600000000006,282768.6,Paid,2021,7,2021,8
Inv-951162,So-427551,C0104,Kol001,2023-02-01,2023-04-02,298950,78891.0,377841.0,Paid,2023,2,2023,4
Inv-823996,So-999871,C0423,Del001,2019-07-12,2019-09-10,473490,126268.2,599758.2,Paid,2019,7,2019,9
Inv-317364,So-912146,C0199,Ahm001,2024-03-19,2024-05-03,387600,102098.0,489698.0,Paid,2024,3,2024,5
Inv-225454,So-800803,C0365,Kol001,2023-02-05,2023-04-06,1644040,457002.20000000007,2101042.2,Paid,2023,2,2023,4
Inv-358633,So-426786,C0294,Hyd001,2020-09-01,2020-10-16,1348200,377496.00000000006,1725696.0,Paid,2020,9,2020,10
Inv-923459,So-175820,C0179,Chn001,2020-12-11,2021-01-10,2967060,807130.8000000002,3774190.8,Paid,2020,12,2021,1
Inv-144366,So-821451,C0402,Hyd001,2023-07-11,2023-07-26,243000,67580.0,310580.0,Partially Paid,2023,7,2023,7
Inv-471744,So-243811,C0310,Chn001,2019-07-11,2019-08-10,372180,88182.40000000001,460362.4,Paid,2019,7,2019,8
Inv-840206,So-929362,C0133,Ahm001,2024-04-08,2024-04-23,602270,168108.60000000003,770378.6,Paid,2024,4,2024,4
Inv-715849,So-478006,C0060,Hyd001,2019-12-01,2020-01-30,503390,132970.2,636360.2,Paid,2019,12,2020,1
Inv-937605,So-680082,C0014,Kol001,2022-03-29,2022-04-28,320650,66017.0,386667.0,Partially Paid,2022,3,2022,4
Inv-378015,So-742975,C0359,Hyd001,2019-06-03,2019-07-18,4089550,1127929.0000000002,5217479.0,Unpaid,2019,6,2019,7
Inv-731000,So-279754,C0216,Kol001,2021-04-28,2021-05-28,680050,188239.0,868289.0,Paid,2021,4,2021,5
Inv-954703,So-569541,C0428,Del001,2019-02-18,2019-04-19,1376320,371447.6,1747767.6,Paid,2019,2,2019,4
Inv-165352,So-661312,C0050,Kol001,2020-02-16,2020-03-17,1779650,470442.00000000006,2250092.0,Paid,2020,2,2020,3
Inv-542203,So-266492,C0418,Pun001,2021-10-27,2021-11-11,410350,101438.0,511788.0,Partially Paid,2021,10,2021,11
Inv-189644,So-550859,C0262,Del001,2024-01-17,2024-02-01,572210,136907.80000000002,709117.8,Partially Paid,2024,1,2024,2
Inv-452571,So-951873,C0486,Pun001,2022-09-26,2022-10-26,20700,3726.0,24426.0,Paid,2022,9,2022,10
Inv-607503,So-907304,C0086,Ahm001,2020-05-04,2020-07-03,1700390,473495.2,2173885.2,Paid,2020,5,2020,7
Inv-923058,So-868121,C0074,Kol001,2024-11-20,2025-01-19,1091400,303222.0,1394622.0,Paid,2024,11,2025,1
Inv-877989,So-631696,C0099,Pun001,2024-08-30,2024-09-29,1452150,398947.00000000006,1851097.0,Partially Paid,2024,8,2024,9
Inv-528609,So-246803,C0069,Del001,2021-03-30,2021-04-14,1384140,382475.20000000007,1766615.2,Paid,2021,3,2021,4
Inv-294808,So-421113,C0481,Chn001,2023-09-25,2023-10-25,2325000,641940.0000000001,2966940.0,Partially Paid,2023,9,2023,10
Inv-657895,So-477933,C0356,Del001,2019-10-29,2019-12-13,43450,7821.0,51271.0,Paid,2019,10,2019,12
Inv-992034,So-946792,C0027,Ahm001,2023-04-20,2023-06-04,538800,149424.0,688224.0,Partially Paid,2023,4,2023,6
Inv-578957,So-368693,C0345,Pun001,2023-10-16,2023-11-15,557300,138704.0,696004.0,Partially Paid,2023,10,2023,11
Inv-780539,So-407645,C0174,Ahm001,2023-12-17,2024-01-16,84650,23077.000000000004,107727.0,Paid,2023,12,2024,1
Inv-442207,So-558998,C0305,Del001,2022-06-25,2022-07-10,2672340,747631.2,3419971.2,Paid,2022,6,2022,7
Inv-401891,So-517467,C0169,Ahm001,2023-05-23,2023-06-22,23600,4248.0,27848.0,Paid,2023,5,2023,6
Inv-667013,So-943358,C0453,Chn001,2024-12-14,2025-01-13,14900,4172.0,19072.0,Paid,2024,12,2025,1
Inv-588676,So-610532,C0440,Hyd001,2024-02-04,2024-03-05,1616950,450371.00000000006,2067321.0,Paid,2024,2,2024,3
Inv-466164,So-248801,C0172,Chn001,2020-12-27,2021-01-26,1129300,310319.0,1439619.0,Unpaid,2020,12,2021,1
Inv-894982,So-198793,C0334,Chn001,2019-04-16,2019-05-01,37120,9866.6,46986.6,Paid,2019,4,2019,5
Inv-112324,So-245709,C0448,Kol001,2019-07-21,2019-09-04,5950270,1647008.6,7597278.6,Paid,2019,7,2019,9
Inv-491989,So-430917,C0473,Chn001,2024-05-15,2024-06-29,1999020,553283.6000000001,2552303.6,Unpaid,2024,5,2024,6
Inv-214785,So-230561,C0100,Kol001,2022-06-12,2022-07-12,2016400,564592.0,2580992.0,Unpaid,2022,6,2022,7
Inv-394094,So-231207,C0228,Chn001,2024-08-20,2024-09-19,92950,26026.000000000004,118976.0,Paid,2024,8,2024,9
Inv-378486,So-162181,C0225,Del001,2019-11-18,2019-12-18,1239380,339598.4,1578978.4,Paid,2019,11,2019,12
Inv-796758,So-440772,C0151,Kol001,2023-11-25,2024-01-09,1066250,281565.00000000006,1347815.0,Partially Paid,2023,11,2024,1
Inv-312042,So-262052,C0138,Hyd001,2024-09-20,2024-10-20,2529430,691862.4,3221292.4,Unpaid,2024,9,2024,10
Inv-274813,So-936645,C0422,Hyd001,2023-03-03,2023-05-02,14700,4116.0,18816.0,Paid,2023,3,2023,5
Inv-498750,So-257487,C0056,Del001,2019-05-20,2019-06-19,1107770,307708.60000000003,1415478.6,Paid,2019,5,2019,6
Inv-474387,So-322864,C0251,Chn001,2019-11-10,2019-12-10,4678420,1299865.6,5978285.6,Paid,2019,11,2019,12
Inv-728695,So-344820,C0365,Kol001,2020-03-09,2020-05-08,1718200,446156.0,2164356.0,Paid,2020,3,2020,5
Inv-903157,So-157605,C0310,Chn001,2022-11-23,2022-12-23,1301300,350074.00000000006,1651374.0,Paid,2022,11,2022,12
Inv-993872,So-375448,C0449,Kol001,2022-04-06,2022-05-21,3613690,1001754.2000000002,4615444.2,Paid,2022,4,2022,5
Inv-373520,So-242886,C0230,Del001,2020-08-15,2020-08-30,2504090,687001.2000000001,3191091.2,Paid,2020,8,2020,8
Inv-353699,So-818366,C0241,Ahm001,2020-03-13,2020-05-12,607150,168987.00000000003,776137.0,Paid,2020,3,2020,5
Inv-674244,So-439434,C0218,Pun001,2022-07-24,2022-08-23,3137150,865572.0,4002722.0,Paid,2022,7,2022,8
Inv-429049,So-747689,C0006,Ahm001,2023-12-02,2024-01-31,1142000,316370.0,1458370.0,Paid,2023,12,2024,1
Inv-507117,So-330889,C0327,Ahm001,2020-04-17,2020-05-02,526120,142381.6,668501.6,Partially Paid,2020,4,2020,5
Inv-101731,So-941379,C0470,Chn001,2024-01-07,2024-02-21,1410950,393816.00000000006,1804766.0,Paid,2024,1,2024,2
Inv-288029,So-619356,C0082,Ahm001,2023-05-29,2023-07-28,2807560,766160.8000000002,3573720.8,Partially Paid,2023,5,2023,7
Inv-800207,So-996897,C0449,Kol001,2019-08-01,2019-09-15,1321100,369908.00000000006,1691008.0,Paid,2019,8,2019,9
Inv-370857,So-955595,C0149,Ahm001,2020-09-14,2020-10-14,250750,69635.0,320385.0,Partially Paid,2020,9,2020,10
Inv-252374,So-118432,C0294,Hyd001,2021-01-03,2021-02-17,2315600,641258.0,2956858.0,Paid,2021,1,2021,2
Inv-747464,So-350953,C0391,Ahm001,2022-05-31,2022-07-30,708520,198013.60000000003,906533.6,Partially Paid,2022,5,2022,7
Inv-690066,So-268257,C0070,Ahm001,2024-07-03,2024-08-02,643250,180110.00000000003,823360.0,Paid,2024,7,2024,8
Inv-344492,So-149491,C0043,Chn001,2020-01-15,2020-02-14,1497790,418637.20000000007,1916427.2,Paid,2020,1,2020,2
Inv-319414,So-101378,C0251,Chn001,2021-04-21,2021-05-21,7500,1350.0,8850.0,Partially Paid,2021,4,2021,5
Inv-463145,So-884801,C0173,Chn001,2022-05-07,2022-06-06,4953790,1383047.2000000002,6336837.2,Paid,2022,5,2022,6
Inv-208664,So-566548,C0205,Chn001,2024-11-26,2024-12-26,1586190,440134.20000000007,2026324.2,Paid,2024,11,2024,12
Inv-616385,So-875008,C0314,Kol001,2022-11-09,2022-11-24,1364750,374305.00000000006,1739055.0,Paid,2022,11,2022,11
Inv-827167,So-922326,C0197,Ahm001,2020-05-10,2020-06-24,1711100,477483.00000000006,2188583.0,Paid,2020,5,2020,6
Inv-255383,So-932718,C0100,Kol001,2020-02-12,2020-03-13,410500,114250.0,524750.0,Paid,2020,2,2020,3
Inv-996955,So-141404,C0413,Chn001,2023-08-31,2023-09-15,199900,54522.00000000001,254422.0,Paid,2023,8,2023,9
Inv-508394,So-953503,C0408,Hyd001,2021-10-24,2021-12-23,413850,110078.0,523928.0,Partially Paid,2021,10,2021,12
Inv-816402,So-178754,C0444,Chn001,2019-10-11,2019-11-10,1517160,420733.8000000001,1937893.8,Paid,2019,10,2019,11
Inv-475166,So-801947,C0277,Pun001,2022-04-17,2022-06-16,1260950,287661.0,1548611.0,Paid,2022,4,2022,6
Inv-549855,So-790026,C0204,Hyd001,2023-11-01,2023-12-01,174160,34728.8,208888.8,Paid,2023,11,2023,12
Inv-205098,So-992260,C0057,Kol001,2022-09-29,2022-11-13,714040,183167.2,897207.2,Paid,2022,9,2022,11
Inv-487152,So-645936,C0110,Chn001,2022-10-20,2022-11-19,1325330,361614.4,1686944.4,Paid,2022,10,2022,11
Inv-318833,So-723176,C0461,Del001,2020-06-16,2020-07-31,2258600,619088.0,2877688.0,Paid,2020,6,2020,7
Inv-418965,So-100978,C0410,Hyd001,2020-05-06,2020-06-05,1738080,486104.4,2224184.4,Partially Paid,2020,5,2020,6
Inv-788523,So-748239,C0051,Ahm001,2019-04-02,2019-05-17,528860,146614.80000000002,675474.8,Paid,2019,4,2019,5
Inv-512197,So-733489,C0366,Kol001,2021-12-01,2021-12-31,556690,154649.2,711339.2,Partially Paid,2021,12,2021,12
Inv-433658,So-781644,C0349,Ahm001,2024-08-27,2024-09-26,953230,261021.4,1214251.4,Partially Paid,2024,8,2024,9
Inv-870206,So-586522,C0443,Kol001,2023-10-13,2023-11-12,4643830,1291509.4,5935339.4,Paid,2023,10,2023,11
Inv-441033,So-370942,C0275,Ahm001,2020-01-12,2020-01-27,141400,38592.0,179992.0,Paid,2020,1,2020,1
Inv-459388,So-988840,C0211,Hyd001,2022-03-27,2022-04-11,1055900,295652.0,1351552.0,Paid,2022,3,2022,4
Inv-488288,So-664759,C0254,Ahm001,2021-10-24,2021-11-23,12500,2250.0,14750.0,Paid,2021,10,2021,11
Inv-762545,So-402863,C0374,Pun001,2023-10-15,2023-11-14,2547600,712458.0,3260058.0,Paid,2023,10,2023,11
Inv-616838,So-594848,C0224,Kol001,2023-12-28,2024-02-26,1865240,519033.20000000007,2384273.2,Paid,2023,12,2024,2
Inv-416573,So-444824,C0277,Pun001,2022-04-17,2022-06-16,1140790,317322.20000000007,1458112.2,Paid,2022,4,2022,6
Inv-552511,So-841966,C0119,Del001,2022-09-24,2022-11-23,1307600,330998.00000000006,1638598.0,Paid,2022,9,2022,11
Inv-773585,So-706940,C0494,Chn001,2022-05-13,2022-06-27,1777330,494694.4000000001,2272024.4,Paid,2022,5,2022,6
Inv-308123,So-302417,C0199,Ahm001,2020-04-06,2020-05-21,1749130,468893.4,2218023.4,Paid,2020,4,2020,5
Inv-559092,So-704527,C0221,Del001,2024-06-04,2024-07-19,815700,226366.00000000003,1042066.0,Unpaid,2024,6,2024,7
Inv-526643,So-861364,C0258,Chn001,2020-11-10,2021-01-09,671400,183282.00000000003,854682.0,Unpaid,2020,11,2021,1
Inv-305547,So-787084,C0183,Ahm001,2024-04-29,2024-05-29,517100,144788.00000000003,661888.0,Paid,2024,4,2024,5
Inv-950351,So-502173,C0300,Del001,2019-11-13,2019-11-28,287250,80430.0,367680.0,Paid,2019,11,2019,11
Inv-919045,So-274593,C0253,Pun001,2023-03-24,2023-05-23,451170,106100.6,557270.6,Partially Paid,2023,3,2023,5
Inv-195030,So-460734,C0497,Chn001,2020-08-19,2020-10-03,1950460,541937.8,2492397.8,Paid,2020,8,2020,10
Inv-523511,So-946571,C0369,Pun001,2024-01-26,2024-02-10,1193800,327984.0,1521784.0,Paid,2024,1,2024,2
Inv-532252,So-595128,C0223,Ahm001,2024-07-30,2024-08-29,300000,78370.0,378370.0,Paid,2024,7,2024,8
Inv-594008,So-587349,C0107,Del001,2021-09-14,2021-10-14,2343600,655038.0000000001,2998638.0,Paid,2021,9,2021,10
Inv-559768,So-486390,C0315,Ahm001,2022-01-05,2022-02-19,489500,132725.0,622225.0,Paid,2022,1,2022,2
Inv-208855,So-902424,C0327,Ahm001,2024-03-25,2024-04-09,974230,267211.4,1241441.4,Paid,2024,3,2024,4
Inv-471422,So-622307,C0358,Pun001,2022-12-13,2022-12-28,373150,96977.0,470127.0,Paid,2022,12,2022,12
Inv-673819,So-174109,C0289,Hyd001,2019-04-10,2019-04-25,1945160,541198.8,2486358.8,Paid,2019,4,2019,4
Inv-838092,So-210656,C0103,Kol001,2021-07-08,2021-08-22,83640,15055.2,98695.2,Paid,2021,7,2021,8
Inv-990623,So-105665,C0333,Hyd001,2021-11-16,2021-12-01,1022920,272220.6,1295140.6,Partially Paid,2021,11,2021,12
Inv-659884,So-276891,C0402,Hyd001,2024-01-16,2024-01-31,1273960,346732.80000000005,1620692.8,Partially Paid,2024,1,2024,1
Inv-603872,So-420266,C0362,Ahm001,2019-12-22,2020-01-06,3088290,864152.2000000001,3952442.2,Paid,2019,12,2020,1
Inv-504859,So-795236,C0142,Ahm001,2021-01-23,2021-03-24,1880850,525138.0000000001,2405988.0,Paid,2021,1,2021,3
Inv-211321,So-389284,C0441,Pun001,2022-03-02,2022-05-01,149150,26847.0,175997.0,Partially Paid,2022,3,2022,5
Inv-870928,So-120433,C0400,Del001,2024-10-05,2024-12-04,1776320,496177.6,2272497.6,Paid,2024,10,2024,12
Inv-115721,So-319131,C0124,Pun001,2021-03-08,2021-05-07,744000,208320.00000000003,952320.0,Paid,2021,3,2021,5
Inv-125088,So-304766,C0003,Del001,2019-04-08,2019-05-08,154170,42680.600000000006,196850.6,Paid,2019,4,2019,5
Inv-329064,So-470328,C0152,Chn001,2020-05-14,2020-05-29,149150,36142.0,185292.0,Paid,2020,5,2020,5
Inv-773060,So-832867,C0345,Pun001,2019-09-01,2019-10-01,45200,12656.000000000002,57856.0,Partially Paid,2019,9,2019,10
Inv-422495,So-763652,C0385,Ahm001,2021-06-09,2021-07-24,4796260,1342301.8000000005,6138561.8,Partially Paid,2021,6,2021,7
Inv-133398,So-128667,C0345,Pun001,2024-04-18,2024-05-18,2122250,593510.0000000001,2715760.0,Paid,2024,4,2024,5
Inv-530497,So-345506,C0185,Pun001,2023-03-01,2023-03-31,1162260,322376.80000000005,1484636.8,Partially Paid,2023,3,2023,3
Inv-912102,So-258187,C0335,Pun001,2019-02-14,2019-03-01,1394850,384913.00000000006,1779763.0,Paid,2019,2,2019,3
Inv-144844,So-985778,C0357,Ahm001,2022-02-19,2022-03-06,1681850,470918.00000000006,2152768.0,Partially Paid,2022,2,2022,3
Inv-677458,So-255976,C0320,Del001,2023-09-11,2023-11-10,4600,828.0,5428.0,Paid,2023,9,2023,11
Inv-381575,So-685879,C0044,Kol001,2024-12-01,2024-12-31,225000,40500.0,265500.0,Paid,2024,12,2024,12
Inv-293338,So-813113,C0151,Kol001,2023-09-15,2023-10-30,1291570,353032.6000000001,1644602.6,Partially Paid,2023,9,2023,10
Inv-330231,So-101202,C0405,Pun001,2023-11-09,2023-12-09,853640,236265.2,1089905.2,Partially Paid,2023,11,2023,12
Inv-834961,So-744446,C0016,Del001,2019-07-16,2019-08-30,309870,66591.6,376461.6,Partially Paid,2019,7,2019,8
Inv-735685,So-871247,C0463,Ahm001,2021-02-01,2021-02-16,514520,142523.6,657043.6,Paid,2021,2,2021,2
Inv-837392,So-454051,C0196,Kol001,2023-02-24,2023-04-25,474530,130255.4,604785.4,Paid,2023,2,2023,4
Inv-818205,So-204251,C0038,Del001,2023-10-26,2023-11-10,1931410,537903.8,2469313.8,Paid,2023,10,2023,11
Inv-243727,So-418108,C0126,Hyd001,2024-02-02,2024-02-17,693730,186591.4,880321.4,Paid,2024,2,2024,2
Inv-980656,So-498921,C0236,Kol001,2020-12-26,2021-01-10,858200,237976.00000000003,1096176.0,Partially Paid,2020,12,2021,1
Inv-432467,So-252039,C0337,Del001,2022-11-10,2022-12-10,710530,194195.4,904725.4,Paid,2022,11,2022,12
Inv-521207,So-273225,C0023,Chn001,2020-06-16,2020-07-01,1021360,281124.8,1302484.8,Paid,2020,6,2020,7
Inv-134719,So-362538,C0072,Pun001,2024-12-24,2025-01-08,884150,242427.00000000003,1126577.0,Partially Paid,2024,12,2025,1
Inv-722663,So-683854,C0220,Kol001,2024-07-10,2024-09-08,733960,198422.8,932382.8,Paid,2024,7,2024,9
Inv-987505,So-771242,C0020,Kol001,2024-02-23,2024-03-24,1890690,519754.20000000007,2410444.2,Paid,2024,2,2024,3
Inv-130804,So-877169,C0491,Chn001,2019-11-16,2020-01-15,199550,55874.00000000001,255424.0,Paid,2019,11,2020,1
Inv-910036,So-541232,C0443,Kol001,2021-05-18,2021-06-17,565520,157513.60000000003,723033.6,Paid,2021,5,2021,6
Inv-400071,So-276855,C0014,Kol001,2020-04-20,2020-05-20,648400,180652.0,829052.0,Partially Paid,2020,4,2020,5
Inv-922188,So-512726,C0163,Ahm001,2024-01-05,2024-02-19,2160200,572751.0,2732951.0,Partially Paid,2024,1,2024,2
Inv-152865,So-513327,C0185,Pun001,2022-02-03,2022-03-05,11840,2131.2,13971.2,Partially Paid,2022,2,2022,3
Inv-797308,So-604960,C0120,Hyd001,2022-09-28,2022-10-28,323880,90638.4,414518.4,Paid,2022,9,2022,10
Inv-962835,So-219613,C0301,Kol001,2023-04-04,2023-05-04,1483380,413628.4,1897008.4,Paid,2023,4,2023,5
Inv-766772,So-988319,C0011,Kol001,2022-02-03,2022-04-04,857760,220986.8,1078746.8,Partially Paid,2022,2,2022,4
Inv-354463,So-438168,C0260,Hyd001,2020-10-17,2020-12-01,194420,53385.600000000006,247805.6,Partially Paid,2020,10,2020,12
Inv-673439,So-114274,C0376,Del001,2019-08-20,2019-09-19,3195940,890309.2000000001,4086249.2,Paid,2019,8,2019,9
Inv-134749,So-959784,C0130,Pun001,2023-09-21,2023-11-05,2558900,712322.0000000001,3271222.0,Paid,2023,9,2023,11
Inv-752709,So-763948,C0482,Kol001,2021-10-05,2021-12-04,2573900,720692.0000000001,3294592.0,Paid,2021,10,2021,12
Inv-928085,So-126408,C0433,Ahm001,2020-05-31,2020-07-30,366390,99770.2,466160.2,Paid,2020,5,2020,7
Inv-977233,So-628539,C0296,Kol001,2021-11-16,2022-01-15,768850,211773.00000000003,980623.0,Partially Paid,2021,11,2022,1
Inv-664678,So-405834,C0449,Kol001,2023-05-20,2023-07-04,1045590,281571.20000000007,1327161.2,Paid,2023,5,2023,7
Inv-701010,So-818051,C0424,Ahm001,2020-08-10,2020-09-24,491810,136070.80000000002,627880.8,Partially Paid,2020,8,2020,9
Inv-904898,So-912998,C0422,Hyd001,2024-05-21,2024-07-20,3273280,914470.4,4187750.4,Paid,2024,5,2024,7
Inv-557184,So-703739,C0004,Chn001,2022-04-17,2022-05-17,230850,61803.00000000001,292653.0,Paid,2022,4,2022,5
Inv-494894,So-586428,C0202,Ahm001,2021-12-08,2022-02-06,2419640,661025.2000000001,3080665.2,Paid,2021,12,2022,2
Inv-618469,So-130096,C0112,Hyd001,2022-05-18,2022-07-02,1331690,344744.20000000007,1676434.2,Paid,2022,5,2022,7
Inv-259330,So-941857,C0160,Ahm001,2023-01-08,2023-02-07,316690,79574.20000000001,396264.2,Paid,2023,1,2023,2
Inv-370557,So-925257,C0487,Del001,2022-09-17,2022-10-02,1464110,409079.8000000001,1873189.8,Partially Paid,2022,9,2022,10
Inv-585456,So-833943,C0433,Ahm001,2021-04-10,2021-06-09,174790,43292.2,218082.2,Partially Paid,2021,4,2021,6
Inv-188731,So-930069,C0151,Kol001,2023-03-15,2023-04-29,429850,119398.0,549248.0,Partially Paid,2023,3,2023,4
Inv-516016,So-372930,C0131,Hyd001,2021-08-06,2021-09-05,4870600,1363303.0000000002,6233903.0,Unpaid,2021,8,2021,9
Inv-895866,So-864510,C0155,Kol001,2020-03-09,2020-04-08,406000,113680.0,519680.0,Paid,2020,3,2020,4
Inv-965495,So-676559,C0293,Pun001,2022-07-04,2022-08-03,900830,243169.4,1143999.4,Paid,2022,7,2022,8
